"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2021-22","613","Brantley County","SCHOOL_ALL","SCHOOL_ALL","Biology","19","19","13"
"2021-22","613","Brantley County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","40","40","17"
"2021-22","613","Brantley County","SCHOOL_ALL","SCHOOL_ALL","World History","19","19","17"
"2021-22","614","Brooks County","0110","Brooks County High School","ALL Subjects","110","166","26"
"2021-22","614","Brooks County","0110","Brooks County High School","Biology","23","23","5"
"2021-22","614","Brooks County","0110","Brooks County High School","Calculus A","TFS","TFS","TFS"
"2021-22","614","Brooks County","0110","Brooks County High School","Eng. Language & Comp","11","11","2"
"2021-22","614","Brooks County","0110","Brooks County High School","Eng. Literature & Comp","21","21","9"
"2021-22","614","Brooks County","0110","Brooks County High School","Environmental Science","33","33","3"
"2021-22","614","Brooks County","0110","Brooks County High School","Geography: Human","11","11","1"
"2021-22","614","Brooks County","0110","Brooks County High School","Gov. & Pol. U.S.","25","25",""
"2021-22","614","Brooks County","0110","Brooks County High School","Psychology","TFS","TFS","TFS"
"2021-22","614","Brooks County","0110","Brooks County High School","U.S. History","26","26","3"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","110","166","26"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Biology","23","23","5"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","11","11","2"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","21","21","9"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","33","33","3"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","11","11","1"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","25","25",""
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","Psychology","TFS","TFS","TFS"
"2021-22","614","Brooks County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","26","26","3"
"2021-22","615","Bryan County","0182","Richmond Hill High School","ALL Subjects","320","626","570"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Biology","17","17","17"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Calculus BC","18","18","13"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Capstone","16","16","14"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Capstone Research","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Chemistry","15","15","14"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Computer Science Principles","14","14","11"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Economics: Macro","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Economics: Micro","43","43","35"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Eng. Language & Comp","40","40","36"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Eng. Literature & Comp","23","23","22"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Environmental Science","15","15","14"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Geography: Human","97","97","88"
"2021-22","615","Bryan County","0182","Richmond Hill High School","German Language","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Gov. & Pol. U.S.","40","40","39"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Physics 1","21","21","11"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Physics 2","13","13","13"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Psychology","83","83","81"
"2021-22","615","Bryan County","0182","Richmond Hill High School","Statistics","40","40","37"
"2021-22","615","Bryan County","0182","Richmond Hill High School","U.S. History","42","42","37"
"2021-22","615","Bryan County","0182","Richmond Hill High School","World History","71","71","71"
"2021-22","615","Bryan County","0502","Bryan County High School","ALL Subjects","41","57","25"
"2021-22","615","Bryan County","0502","Bryan County High School","Biology","11","11","6"
"2021-22","615","Bryan County","0502","Bryan County High School","Eng. Language & Comp","28","28","10"
"2021-22","615","Bryan County","0502","Bryan County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","615","Bryan County","0502","Bryan County High School","Geography: Human","13","13","8"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","361","683","595"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Biology","28","28","23"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","18","18","13"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Capstone","16","16","14"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","15","15","14"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","14","14","11"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","43","43","35"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","68","68","46"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","28","28","23"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","15","15","14"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","110","110","96"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","German Language","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","40","40","39"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","21","21","11"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Physics 2","13","13","13"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Psychology","83","83","81"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","Statistics","40","40","37"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","42","42","37"
"2021-22","615","Bryan County","SCHOOL_ALL","SCHOOL_ALL","World History","71","71","71"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","ALL Subjects","114","151","84"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","Biology","26","26","23"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","Chemistry","TFS","TFS","TFS"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","Eng. Language & Comp","37","37","19"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","Geography: Human","TFS","TFS","TFS"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","Gov. & Pol. U.S.","70","70","34"
"2021-22","616","Bulloch County","0203","Southeast Bulloch High School","U.S. History","16","16","6"
"2021-22","616","Bulloch County","2054","Statesboro High School","ALL Subjects","139","233","142"
"2021-22","616","Bulloch County","2054","Statesboro High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Biology","12","12","10"
"2021-22","616","Bulloch County","2054","Statesboro High School","Calculus A","14","14","9"
"2021-22","616","Bulloch County","2054","Statesboro High School","Calculus BC","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Computer Science A","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Economics: Micro","26","26","5"
"2021-22","616","Bulloch County","2054","Statesboro High School","Eng. Language & Comp","45","45","26"
"2021-22","616","Bulloch County","2054","Statesboro High School","Eng. Literature & Comp","15","15","13"
"2021-22","616","Bulloch County","2054","Statesboro High School","Environmental Science","31","31","21"
"2021-22","616","Bulloch County","2054","Statesboro High School","Gov. & Pol. U.S.","39","39","26"
"2021-22","616","Bulloch County","2054","Statesboro High School","Psychology","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","Statistics","TFS","TFS","TFS"
"2021-22","616","Bulloch County","2054","Statesboro High School","U.S. History","29","29","13"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","253","384","226"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Biology","38","38","33"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","14","14","9"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","26","26","5"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","82","82","45"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","15","15","13"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","31","31","21"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","109","109","60"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Psychology","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","Statistics","TFS","TFS","TFS"
"2021-22","616","Bulloch County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","45","45","19"
"2021-22","617","Burke County","0288","Burke County High School","ALL Subjects","14","14","13"
"2021-22","617","Burke County","0288","Burke County High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","617","Burke County","0288","Burke County High School","Art: Studio Drawing","13","13","12"
"2021-22","617","Burke County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","14","14","13"
"2021-22","617","Burke County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","617","Burke County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","13","13","12"
"2021-22","618","Butts County","0190","Jackson High School","ALL Subjects","37","40","18"
"2021-22","618","Butts County","0190","Jackson High School","Biology","TFS","TFS","TFS"
"2021-22","618","Butts County","0190","Jackson High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","618","Butts County","0190","Jackson High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","618","Butts County","0190","Jackson High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","618","Butts County","0190","Jackson High School","U.S. History","TFS","TFS","TFS"
"2021-22","618","Butts County","0190","Jackson High School","World History","11","11","4"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","37","40","18"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","Biology","TFS","TFS","TFS"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","TFS","TFS","TFS"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","TFS","TFS","TFS"
"2021-22","618","Butts County","SCHOOL_ALL","SCHOOL_ALL","World History","11","11","4"
"2021-22","620","Camden County","0295","Camden County High School","ALL Subjects","265","443","246"
"2021-22","620","Camden County","0295","Camden County High School","Biology","17","17","10"
"2021-22","620","Camden County","0295","Camden County High School","Calculus A","TFS","TFS","TFS"
"2021-22","620","Camden County","0295","Camden County High School","Calculus BC","17","17","10"
"2021-22","620","Camden County","0295","Camden County High School","Chemistry","12","12","6"
"2021-22","620","Camden County","0295","Camden County High School","Computer Science A","12","12","8"
"2021-22","620","Camden County","0295","Camden County High School","Computer Science Principles","16","16","9"
"2021-22","620","Camden County","0295","Camden County High School","Economics: Macro","12","12","2"
"2021-22","620","Camden County","0295","Camden County High School","Eng. Language & Comp","54","54","36"
"2021-22","620","Camden County","0295","Camden County High School","Eng. Literature & Comp","28","28","22"
"2021-22","620","Camden County","0295","Camden County High School","Environmental Science","50","50","22"
"2021-22","620","Camden County","0295","Camden County High School","European History","TFS","TFS","TFS"
"2021-22","620","Camden County","0295","Camden County High School","Geography: Human","30","30","21"
"2021-22","620","Camden County","0295","Camden County High School","Gov. & Pol. U.S.","39","39","9"
"2021-22","620","Camden County","0295","Camden County High School","Physics 1","TFS","TFS","TFS"
"2021-22","620","Camden County","0295","Camden County High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","620","Camden County","0295","Camden County High School","Psychology","13","13","6"
"2021-22","620","Camden County","0295","Camden County High School","Spanish Language","TFS","TFS","TFS"
"2021-22","620","Camden County","0295","Camden County High School","Statistics","21","21","11"
"2021-22","620","Camden County","0295","Camden County High School","U.S. History","60","60","31"
"2021-22","620","Camden County","0295","Camden County High School","World History","28","28","22"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","265","443","246"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Biology","17","17","10"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","17","17","10"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","12","12","6"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","12","12","8"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","16","16","9"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","12","12","2"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","54","54","36"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","28","28","22"
"2021-22","620","Camden County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","50","50","22"
