name,city,stabbr,basic2021,enrprofile2021,sector,control,hbcu,hsi,msi,womens,selindex,rooms,ugtenr20,tribal
Naval Postgraduate School,Monterey,CA,4,7,1,1,0,0,0,0,0.0,0,0,0
Newschool of Architecture and Design,San Diego,CA,4,4,3,3,0,0,0,0,1.0,0,359,0
North-West College-West Covina,West Covina,CA,1,1,6,3,0,0,0,0,,0,663,0
San Francisco Bay University,Fremont,CA,1,6,2,2,0,0,0,0,3.0,80,6,0
Notre Dame de Namur University,Belmont,CA,4,6,2,2,0,1,1,0,0.0,477,211,0
Occidental College,Los Angeles,CA,5,2,2,2,0,0,0,0,3.0,1639,1839,0
Ohlone College,Fremont,CA,0,1,4,1,0,0,0,0,,0,9060,0
Orange Coast College,Costa Mesa,CA,0,1,4,1,0,0,0,0,,800,18125,0
Otis College of Art and Design,Los Angeles,CA,1,3,2,2,0,0,0,0,1.0,418,1030,0
Oxnard College,Oxnard,CA,0,1,4,1,0,1,1,0,,0,6994,0
Hope International University,Fullerton,CA,4,5,2,2,0,0,0,0,1.0,326,657,0
Concorde Career College-San Diego,San Diego,CA,1,1,6,3,0,0,0,0,,0,733,0
Palo Alto University,Palo Alto,CA,1,6,2,2,0,0,0,0,0.0,0,76,0
Pacific Oaks College,Pasadena,CA,4,6,2,2,0,1,1,0,0.0,0,496,0
Pacific School of Religion,Berkeley,CA,1,7,2,2,0,0,0,0,0.0,103,0,0
Pacific States University,Los Angeles,CA,1,6,2,2,0,0,0,0,1.0,0,2,0
Pacific Union College,Angwin,CA,5,3,2,2,0,1,1,0,1.0,1200,955,0
University of the Pacific,Stockton,CA,3,5,2,2,0,0,0,0,2.0,2064,3524,0
Palo Verde College,Blythe,CA,0,1,4,1,0,0,0,0,,0,3854,0
Palomar College,San Marcos,CA,0,1,4,1,0,1,1,0,,0,21141,0
Pasadena City College,Pasadena,CA,0,1,4,1,0,1,1,0,,0,25034,0
Pepperdine University,Malibu,CA,3,6,2,2,0,0,0,0,3.0,2585,3459,0
Pitzer College,Claremont,CA,5,2,2,2,0,0,0,0,3.0,972,922,0
Platt College-San Diego,San Diego,CA,1,2,3,3,0,0,0,0,1.0,0,96,0
Point Loma Nazarene University,San Diego,CA,4,4,2,2,0,0,0,0,2.0,1845,3216,0
Pomona College,Claremont,CA,5,2,2,2,0,0,0,0,3.0,1554,1475,0
Porterville College,Porterville,CA,0,1,4,1,0,1,1,0,,0,3964,0
Santa Ana College,Santa Ana,CA,0,2,1,1,0,0,0,0,1.0,0,20118,0
Pardee RAND Graduate School,Santa Monica,CA,1,7,2,2,0,0,0,0,0.0,12,0,0
University of Redlands,Redlands,CA,4,5,2,2,0,0,0,0,2.0,1724,2842,0
College of the Redwoods,Eureka,CA,0,1,4,1,0,0,0,0,,150,3891,0
Rio Hondo College,Whittier,CA,0,2,1,1,0,1,1,0,1.0,0,15692,0
Riverside City College,Riverside,CA,0,1,4,1,0,1,1,0,,0,20080,0
Dongguk University Los Angeles,Los Angeles,CA,1,6,2,2,0,0,0,0,0.0,0,3,0
Sacramento City College,Sacramento,CA,0,1,4,1,0,1,1,0,,0,20027,0
Saddleback College,Mission Viejo,CA,0,1,4,1,0,0,0,0,,0,18984,0
Samuel Merritt University,Oakland,CA,1,6,2,2,0,0,0,0,0.0,0,736,0
San Diego City College,San Diego,CA,0,1,4,1,0,1,1,0,,0,14865,0
San Diego Mesa College,San Diego,CA,0,2,1,1,0,1,1,0,1.0,0,20693,0
San Diego Miramar College,San Diego,CA,0,1,4,1,0,0,0,0,,0,13408,0
San Diego State University,San Diego,CA,2,4,1,1,0,1,1,0,2.0,7472,31491,0
University of San Diego,San Diego,CA,2,5,2,2,0,0,0,0,2.0,2675,5529,0
San Francisco Art Institute,San Francisco,CA,1,5,2,2,0,0,0,0,0.0,0,26,0
San Francisco Conservatory of Music,San Francisco,CA,1,5,2,2,0,0,0,0,3.0,365,243,0
San Francisco State University,San Francisco,CA,2,4,1,1,0,0,0,0,1.0,4416,24024,0
University of San Francisco,San Francisco,CA,3,5,2,2,0,0,0,0,3.0,2560,5852,0
San Joaquin College of Law,Clovis,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
San Joaquin Delta College,Stockton,CA,0,1,4,1,0,0,0,0,,0,18224,0
San Joaquin Valley College-Visalia,Visalia,CA,1,2,3,3,0,0,0,0,1.0,0,1927,0
San Joaquin Valley College-Bakersfield,Bakersfield,CA,0,1,6,3,0,0,0,0,,0,740,0
Jessup University,Rocklin,CA,4,5,2,2,0,0,0,0,2.0,521,1289,0
San Jose City College,San Jose,CA,0,1,4,1,0,1,1,0,,0,8378,0
San Jose State University,San Jose,CA,4,4,1,1,0,0,0,0,1.0,4261,27701,0
College of San Mateo,San Mateo,CA,0,1,4,1,0,0,0,0,,0,7494,0
Santa Barbara Business College-Bakersfield,Bakersfield,CA,5,2,3,3,0,0,0,0,1.0,0,99,0
Santa Barbara City College,Santa Barbara,CA,0,1,4,1,0,1,1,0,,0,12525,0
Santa Clara University,Santa Clara,CA,3,5,2,2,0,0,0,0,3.0,3537,5608,0
Santa Monica College,Santa Monica,CA,0,2,1,1,0,1,1,0,1.0,0,25948,0
Santa Rosa Junior College,Santa Rosa,CA,0,1,4,1,0,1,1,0,,0,16757,0
Saybrook University,Pasadena,CA,3,7,2,2,0,0,0,0,0.0,0,0,0
Scripps College,Claremont,CA,5,3,2,2,0,0,0,1,3.0,1002,936,0
College of the Sequoias,Visalia,CA,0,1,4,1,0,1,1,0,,0,12571,0
Shasta Bible College and Graduate School,Redding,CA,1,4,2,2,0,0,0,0,0.0,48,31,0
Shasta College,Redding,CA,0,2,1,1,0,0,0,0,1.0,120,8121,0
Sierra College,Rocklin,CA,0,1,4,1,0,0,0,0,,121,17503,0
Trinity Law School,Santa Ana,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Simpson University,Redding,CA,5,3,2,2,0,0,0,0,1.0,366,696,0
College of the Siskiyous,Weed,CA,0,1,4,1,0,0,0,0,,154,1276,0
Skyline College,San Bruno,CA,0,2,4,1,0,1,1,0,1.0,0,8747,0
San Bernardino Valley College,San Bernardino,CA,0,1,4,1,0,1,1,0,,0,12206,0
Saint Mary's College of California,Moraga,CA,4,4,2,2,0,1,1,0,2.0,1600,2468,0
Solano Community College,Fairfield,CA,0,2,1,1,0,1,1,0,1.0,0,9251,0
Sonoma State University,Rohnert Park,CA,4,3,1,1,0,1,1,0,1.0,3286,7255,0
South Baylo University,Anaheim,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
South Coast College,Orange,CA,1,1,6,3,0,0,0,0,,0,254,0
Vanguard University of Southern California,Costa Mesa,CA,4,3,2,2,0,1,1,0,1.0,1049,1997,0
Concorde Career College-Garden Grove,Garden Grove,CA,1,1,6,3,0,0,0,0,,0,603,0
Southwestern College,Chula Vista,CA,0,1,4,1,0,1,1,0,,0,17621,0
Starr King School for the Ministry,Oakland,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Marshall B Ketchum University,Fullerton,CA,1,7,2,2,0,0,0,0,0.0,49,0,0
Southern California Institute of Architecture,Los Angeles,CA,1,5,2,2,0,0,0,0,2.0,0,249,0
University of Southern California,Los Angeles,CA,2,6,2,2,0,0,0,0,3.0,8700,19786,0
Southwestern Law School,Los Angeles,CA,1,7,2,2,0,0,0,0,0.0,153,0,0
Taft College,Taft,CA,0,1,4,1,0,1,1,0,,72,3566,0
Claremont School of Theology,Claremont,CA,1,7,2,2,0,0,0,0,0.0,20,0,0
Thomas Aquinas College,Santa Paula,CA,5,2,2,2,0,0,0,0,3.0,404,462,0
Concorde Career College-San Bernardino,San Bernardino,CA,1,1,6,3,0,0,0,0,,0,638,0
Concorde Career College-North Hollywood,North Hollywood,CA,1,1,6,3,0,0,0,0,,0,613,0
Ventura College,Ventura,CA,0,1,4,1,0,1,1,0,,0,11789,0
The Colleges of Law at Ventura,Ventura,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Victor Valley College,Victorville,CA,0,1,4,1,0,1,1,0,,0,10777,0
Berkeley City College,Berkeley,CA,0,1,4,1,0,1,1,0,,0,6097,0
Walden University,Minneapolis,MN,3,6,3,3,0,0,0,0,1.0,0,7662,0
West Hills College-Coalinga,Coalinga,CA,0,1,4,1,0,1,1,0,,167,4229,0
West Los Angeles College,Culver City,CA,0,2,1,1,0,1,1,0,1.0,0,11417,0
West Valley College,Saratoga,CA,0,1,4,1,0,0,0,0,,0,7513,0
Carrington College-Sacramento,Sacramento,CA,1,1,6,3,0,0,0,0,,0,1709,0
Westminster Theological Seminary in California,Escondido,CA,1,7,2,2,0,0,0,0,0.0,136,0,0
Westmont College,Santa Barbara,CA,5,2,2,2,0,0,0,0,2.0,1207,1226,0
Whittier College,Whittier,CA,5,3,2,2,0,1,1,0,2.0,849,1490,0
Woodbury University,Burbank,CA,4,3,2,2,0,0,0,0,2.0,224,1020,0
The Wright Institute,Berkeley,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Thomas Jefferson School of Law,San Diego,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,1,2,2,2,0,0,0,0,2.0,200,135,0
Yuba College,Marysville,CA,0,1,4,1,0,1,1,0,,0,5175,0
Adams State University,Alamosa,CO,4,5,1,1,0,1,1,0,1.0,1200,1902,0
Aims Community College,Greeley,CO,0,1,4,1,0,0,0,0,,0,5981,0
Arapahoe Community College,Littleton,CO,0,1,1,1,0,0,0,0,,0,12001,0
Bel-Rea Institute of Animal Technology,Denver,CO,1,1,6,3,0,0,0,0,,0,306,0
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,2,5,1,1,0,0,0,0,2.0,722,14994,0
University of Colorado Colorado Springs,Colorado Springs,CO,2,4,1,1,0,0,0,0,1.0,1719,10288,0
Spartan College of Aeronautics and Technology,Broomfield,CO,1,1,6,3,0,0,0,0,,0,292,0
University of Colorado Boulder,Boulder,CO,2,4,1,1,0,0,0,0,3.0,7550,30307,0
Colorado Christian University,Lakewood,CO,4,4,2,2,0,0,0,0,1.0,1064,6661,0
Colorado College,Colorado Springs,CO,5,3,2,2,0,0,0,0,3.0,1981,2025,0
Concorde Career College-Aurora,Aurora,CO,1,1,6,3,0,0,0,0,,0,329,0
Colorado Mountain College,Glenwood Springs,CO,5,2,1,1,0,0,0,0,1.0,650,5315,0
Colorado Northwestern Community College,Rangely,CO,0,1,4,1,0,0,0,0,,346,993,0
Colorado School of Mines,Golden,CO,2,4,1,1,0,0,0,0,3.0,2483,5200,0
Colorado School of Trades,Lakewood,CO,1,1,6,3,0,0,0,0,,0,96,0
Colorado State University-Fort Collins,Fort Collins,CO,2,4,1,1,0,0,0,0,2.0,8697,24792,0
Colorado Technical University-Colorado Springs,Colorado Springs,CO,3,4,3,3,0,0,0,0,1.0,0,24759,0
Community College of Aurora,Aurora,CO,0,1,4,1,0,0,0,0,,0,7835,0
Community College of Denver,Denver,CO,0,2,1,1,0,0,0,0,1.0,0,7273,0
Lincoln College of Technology-Denver,Denver,CO,1,1,6,3,0,0,0,0,,0,1529,0
Denver Seminary,Littleton,CO,4,7,2,2,0,0,0,0,0.0,197,0,0
University of Denver,Denver,CO,2,5,2,2,0,0,0,2,3.0,2647,5699,0
Fort Lewis College,Durango,CO,5,3,1,1,0,0,0,0,1.0,1524,3359,0
Front Range Community College,Westminster,CO,0,1,1,1,0,0,0,0,,0,18703,0
Iliff School of Theology,Denver,CO,1,7,2,2,0,0,0,0,0.0,0,0,0
Lamar Community College,Lamar,CO,0,1,4,1,0,0,0,0,,221,723,0
Colorado Mesa University,Grand Junction,CO,5,3,1,1,0,0,0,0,2.0,2661,8945,0
Metropolitan State University of Denver,Denver,CO,4,3,1,1,0,0,0,0,1.0,0,17988,0
Morgan Community College,Fort  Morgan,CO,0,1,1,1,0,0,0,0,,0,1376,0
Naropa University,Boulder,CO,4,6,2,2,0,0,0,0,1.0,102,320,0
Nazarene Bible College,Colorado Springs,CO,1,2,2,2,0,0,0,0,1.0,0,608,0
Northeastern Junior College,Sterling,CO,0,1,4,1,0,0,0,0,,578,1293,0
University of Northern Colorado,Greeley,CO,3,4,1,1,0,0,0,0,1.0,3448,8494,0
Otero College,La Junta,CO,0,1,4,1,0,1,1,0,,370,1216,0
Pikes Peak State College,Colorado Springs,CO,0,2,1,1,0,0,0,0,1.0,0,12506,0
Pueblo Community College,Pueblo,CO,0,2,1,1,0,1,1,0,1.0,0,5551,0
Red Rocks Community College,Lakewood,CO,0,3,1,1,0,0,0,0,1.0,0,5932,0
Regis University,Denver,CO,3,6,2,2,0,0,0,0,2.0,852,3197,0
Rocky Mountain College of Art and Design,Lakewood,CO,5,3,3,3,0,0,0,0,1.0,0,1631,0
Colorado State University Pueblo,Pueblo,CO,4,4,1,1,0,1,1,0,1.0,875,4113,0
Intellitec College-Colorado Springs,Colorado Springs,CO,1,1,6,3,0,0,0,0,,0,585,0
Intellitec College-Grand Junction,Grand Junction,CO,1,1,6,3,0,0,0,0,,0,874,0
Trinidad State College,Trinidad,CO,0,1,4,1,0,1,1,0,,307,1404,0
United States Air Force Academy,USAF Academy,CO,5,2,1,1,0,0,0,0,3.0,4500,4307,0
Western Colorado University,Gunnison,CO,4,4,1,1,0,0,0,0,2.0,1228,2749,0
Albertus Magnus College,New Haven,CT,4,4,2,2,0,0,0,0,1.0,352,1088,0
Asnuntuck Community College,Enfield,CT,0,1,4,1,0,0,0,0,,0,1304,0
University of Bridgeport,Bridgeport,CT,3,5,2,2,0,0,0,0,1.0,1782,2350,0
Central Connecticut State University,New Britain,CT,4,4,1,1,0,0,0,0,1.0,2512,8593,0
Charter Oak State College,New Britain,CT,5,3,1,1,0,0,0,0,1.0,0,1538,0
Connecticut College,New London,CT,5,2,2,2,0,0,0,0,3.0,1515,1737,0
University of Connecticut,Storrs,CT,2,5,1,1,0,0,0,0,3.0,12040,18917,0
Goodwin University,East Hartford,CT,5,3,2,2,0,0,0,0,1.0,80,3213,0
Eastern Connecticut State University,Willimantic,CT,4,3,1,1,0,0,0,0,2.0,2435,4475,0
Fairfield University,Fairfield,CT,3,4,2,2,0,0,0,0,3.0,3365,4354,0
Capital Community College,Hartford,CT,0,1,4,1,0,1,1,0,,0,2715,0
Rensselaer at Hartford,Hartford,CT,1,7,2,2,0,0,0,0,0.0,0,0,0
Hartford International University for Religion and Peace,Hartford,CT,4,7,2,2,0,0,0,0,0.0,28,0,0
University of Hartford,West Hartford,CT,3,4,2,2,0,0,0,0,2.0,2757,4521,0
Holy Apostles College and Seminary,Cromwell,CT,4,6,2,2,0,0,0,0,1.0,0,242,0
Housatonic Community College,Bridgeport,CT,0,1,4,1,0,1,1,0,,0,3821,0
Manchester Community College,Manchester,CT,0,1,4,1,0,0,0,0,,0,4448,0
Naugatuck Valley Community College,Waterbury,CT,0,1,4,1,0,0,0,0,,0,5083,0
Middlesex Community College,Middletown,CT,0,1,4,1,0,0,0,0,,0,2106,0
Mitchell College,New London,CT,5,2,2,2,0,0,0,0,2.0,550,599,0
Three Rivers Community College,Norwich,CT,0,1,4,1,0,0,0,0,,0,3160,0
University of New Haven,West Haven,CT,4,4,2,2,0,0,0,0,2.0,2750,5097,0
Norwalk Community College,Norwalk,CT,0,1,4,1,0,1,1,0,,0,4420,0
Northwestern Connecticut Community College,Winsted,CT,0,1,4,1,0,0,0,0,,0,1228,0
Paier College,Hamden,CT,5,2,3,3,0,0,0,0,0.0,0,128,0
Post University,Waterbury,CT,4,4,3,3,0,0,0,0,1.0,431,12848,0
Quinebaug Valley Community College,Danielson,CT,0,1,4,1,0,0,0,0,,0,1161,0
Quinnipiac University,Hamden,CT,3,4,2,2,0,0,0,0,1.0,3800,6843,0
Sacred Heart University,Fairfield,CT,3,4,2,2,0,0,0,0,2.0,3180,6417,0
University of Saint Joseph,West Hartford,CT,4,6,2,2,0,0,0,0,1.0,384,898,0
Gateway Community College,New Haven,CT,0,1,4,1,0,0,0,0,,0,6003,0
Southern Connecticut State University,New Haven,CT,4,4,1,1,0,0,0,0,2.0,2240,7440,0
Trinity College,Hartford,CT,5,3,2,2,0,0,0,0,3.0,1700,2200,0
Tunxis Community College,Farmington,CT,0,1,4,1,0,0,0,0,,0,3365,0
United States Coast Guard Academy,New London,CT,5,2,1,1,0,0,0,0,3.0,1100,1056,0
Wesleyan University,Middletown,CT,5,3,2,2,0,0,0,0,3.0,2975,2852,0
Western Connecticut State University,Danbury,CT,4,3,1,1,0,0,0,0,1.0,1590,4640,0
Yale University,New Haven,CT,2,6,2,2,0,0,0,0,3.0,5576,4703,0
Delaware Technical Community College-Terry,Dover,DE,0,2,1,1,0,0,0,0,1.0,0,12955,0
Delaware State University,Dover,DE,4,4,1,1,1,0,1,0,1.0,2820,4131,0
University of Delaware,Newark,DE,2,4,1,1,0,0,0,0,3.0,6886,19328,0
Goldey-Beacom College,Wilmington,DE,4,5,2,2,0,0,0,0,2.0,382,676,0
Wilmington University,New Castle,DE,3,5,2,2,0,0,0,0,1.0,0,9421,0
American University,Washington,DC,2,5,2,2,0,0,0,0,3.0,4219,7953,0
The Catholic University of America,Washington,DC,2,5,2,2,0,0,0,0,1.0,1985,3055,0
National Intelligence University,Washington,DC,1,6,1,1,0,0,0,0,0.0,0,25,0
University of the District of Columbia,Washington,DC,4,4,1,1,1,0,1,0,1.0,0,3385,0
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,1,7,2,2,0,0,0,0,0.0,0,0,0
Gallaudet University,Washington,DC,3,5,2,2,0,0,0,0,1.0,1069,1019,0
George Washington University,Washington,DC,2,5,2,2,0,0,0,0,3.0,7181,11763,0
Georgetown University,Washington,DC,2,6,2,2,0,0,0,0,3.0,5546,7357,0
Howard University,Washington,DC,2,5,2,2,1,0,1,0,2.0,5230,7857,0
Strayer University-District of Columbia,Washington,DC,4,4,3,3,0,0,0,0,1.0,0,630,0
Trinity Washington University,Washington,DC,4,4,2,2,0,0,0,1,1.0,250,1444,0
Wesley Theological Seminary,Washington,DC,1,7,2,2,0,0,0,0,0.0,237,0,0
The Baptist College of Florida,Graceville,FL,5,3,2,2,0,0,0,0,1.0,233,390,0
Barry University,Miami,FL,3,5,2,2,0,1,1,0,2.0,1265,3523,0
Bethune-Cookman University,Daytona Beach,FL,5,3,2,2,1,0,1,0,1.0,2429,2746,0
Lynn University,Boca Raton,FL,4,4,2,2,0,0,0,0,2.0,1256,2459,0
Eastern Florida State College,Cocoa,FL,5,2,1,1,0,0,0,0,1.0,96,13937,0
Broward College,Fort Lauderdale,FL,0,2,1,1,0,1,1,0,1.0,0,33243,0
Albizu University-Miami,Miami,FL,3,6,2,2,0,1,1,0,2.0,0,146,0
College of Central Florida,Ocala,FL,5,2,1,1,0,0,0,0,1.0,0,6150,0
Johnson University Florida,Kissimmee,FL,1,2,2,2,0,0,0,0,1.0,221,160,0
University of Central Florida,Orlando,FL,2,4,1,1,0,0,0,0,3.0,12277,61401,0
Chipola College,Marianna,FL,5,2,1,1,0,0,0,0,1.0,99,1943,0
Daytona State College,Daytona Beach,FL,5,2,1,1,0,0,0,0,1.0,0,12728,0
South University-West Palm Beach,Royal Palm Beach,FL,1,4,3,3,0,0,0,0,1.0,0,415,0
Eckerd College,Saint Petersburg,FL,5,2,2,2,0,0,0,0,2.0,1834,1822,0
Florida SouthWestern State College,Fort Myers,FL,5,2,1,1,0,0,0,0,1.0,402,15141,0
Edward Waters University,Jacksonville,FL,5,2,2,2,1,0,1,0,1.0,597,2273,0
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,4,3,2,2,0,0,0,0,2.0,2935,8155,0
Florida Agricultural and Mechanical University,Tallahassee,FL,2,4,1,1,1,0,1,0,2.0,2746,7402,0
Florida Atlantic University,Boca Raton,FL,2,4,1,1,0,0,0,0,2.0,4471,25457,0
Florida State College at Jacksonville,Jacksonville,FL,5,2,1,1,0,0,0,0,1.0,58,22344,0
Flagler College,Saint Augustine,FL,5,3,2,2,0,0,0,0,2.0,1198,2671,0
Florida College,Temple Terrace,FL,5,2,2,2,0,0,0,0,1.0,608,488,0
Concorde Career Institute-Jacksonville,Jacksonville,FL,1,1,6,3,0,0,0,0,,0,555,0
Concorde Career Institute-Miramar,Miramar,FL,1,1,6,3,0,0,0,0,,0,434,0
Concorde Career Institute-Tampa,Tampa,FL,1,1,6,3,0,0,0,0,,0,405,0
AdventHealth University,Orlando,FL,1,5,2,2,0,0,0,0,0.0,174,1249,0
Florida Institute of Technology,Melbourne,FL,2,5,2,2,0,0,0,0,2.0,1875,3475,0
Florida International University,Miami,FL,2,4,1,1,0,1,1,0,2.0,3710,49049,0
The College of the Florida Keys,Key West,FL,0,2,1,1,0,0,0,0,1.0,0,856,0
Florida Memorial University,Miami Gardens,FL,5,3,2,2,1,0,1,0,3.0,900,887,0
Florida Career College-Miami,Miami,FL,1,1,6,3,0,0,0,0,,0,504,0
Florida Southern College,Lakeland,FL,4,4,2,2,0,0,0,0,2.0,2355,2834,0
Florida State University,Tallahassee,FL,2,4,1,1,0,0,0,0,3.0,6709,32543,0
University of Florida,Gainesville,FL,2,5,1,1,0,0,0,0,3.0,10161,34931,0
Full Sail University,Winter Park,FL,4,3,3,3,0,0,0,0,1.0,0,23030,0
Gulf Coast State College,Panama City,FL,0,2,1,1,0,0,0,0,1.0,0,4410,0
Key College,Fort Lauderdale,FL,1,2,3,3,0,0,0,0,1.0,0,29,0
Hillsborough Community College,Tampa,FL,0,1,4,1,0,1,1,0,,420,19532,0
Hobe Sound Bible College,Hobe Sound,FL,5,3,2,2,0,0,0,0,1.0,220,145,0
Indian River State College,Fort Pierce,FL,5,2,1,1,0,0,0,0,1.0,0,15236,0
AI Miami International University of Art and Design,Miami,FL,5,3,3,3,0,0,0,0,1.0,0,874,0
Jacksonville University,Jacksonville,FL,4,4,2,2,0,0,0,0,1.0,1703,2771,0
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,3,4,2,2,0,1,1,0,1.0,0,18146,0
Florida Gateway College,Lake City,FL,5,2,1,1,0,0,0,0,1.0,44,3018,0
Lake-Sumter State College,Leesburg,FL,0,2,1,1,0,0,0,0,1.0,0,4760,0
Luther Rice College & Seminary,Lithonia,GA,1,6,2,2,0,0,0,0,0.0,0,221,0
State College of Florida-Manatee-Sarasota,Bradenton,FL,5,2,1,1,0,0,0,0,1.0,0,9242,0
Trinity International University-Florida,Miami,FL,5,5,2,2,0,1,1,0,1.0,0,100,0
Miami Dade College,Miami,FL,0,2,1,1,0,1,1,0,1.0,0,46523,0
University of Miami,Coral Gables,FL,2,5,2,2,0,0,0,0,3.0,5157,11334,0
North Florida College,Madison,FL,0,2,1,1,0,0,0,0,1.0,0,1181,0
University of North Florida,Jacksonville,FL,2,4,1,1,0,0,0,0,2.0,3504,14550,0
Nova Southeastern University,Fort Lauderdale,FL,2,6,2,2,0,1,1,0,2.0,2100,6314,0
Northwest Florida State College,Niceville,FL,5,2,1,1,0,0,0,0,1.0,0,5004,0
Palm Beach Atlantic University,West Palm Beach,FL,3,4,2,2,0,0,0,0,2.0,1216,2916,0
Palm Beach State College,Lake Worth,FL,0,2,1,1,0,1,1,0,1.0,0,26666,0
Pasco-Hernando State College,New Port Richey,FL,5,2,1,1,0,0,0,0,1.0,0,9886,0
Pensacola State College,Pensacola,FL,5,2,1,1,0,0,0,0,1.0,0,9226,0
Polk State College,Winter Haven,FL,5,2,1,1,0,0,0,0,1.0,0,9961,0
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,1,7,2,2,0,0,0,0,0.0,108,0,0
Ringling College of Art and Design,Sarasota,FL,1,2,2,2,0,0,0,0,2.0,1322,1624,0
Rollins College,Winter Park,FL,4,4,2,2,0,0,0,0,2.0,1340,2559,0
Saint Leo University,Saint Leo,FL,3,5,2,2,0,0,0,0,2.0,1505,6945,0
St Petersburg College,Clearwater,FL,5,2,1,1,0,0,0,0,1.0,0,26430,0
Santa Fe College,Gainesville,FL,0,2,1,1,0,0,0,0,1.0,0,12607,0
Seminole State College of Florida,Sanford,FL,5,2,1,1,0,0,0,0,1.0,0,16298,0
St. John Vianney College Seminary,Miami,FL,1,5,2,2,0,0,0,0,1.0,80,57,0
Saint Johns River State College,Palatka,FL,5,2,1,1,0,0,0,0,1.0,0,6828,0
South Florida State College,Avon Park,FL,5,2,1,1,0,1,1,0,1.0,0,2710,0
University of South Florida,Tampa,FL,2,4,1,1,0,0,0,0,3.0,7208,38582,0
St. Thomas University,Miami Gardens,FL,3,6,2,2,0,1,1,0,1.0,497,3670,0
Stetson University,DeLand,FL,4,5,2,2,0,0,0,0,1.0,2051,3125,0
Southeastern University,Lakeland,FL,3,4,2,2,0,0,0,0,1.0,1699,8312,0
Tallahassee Community College,Tallahassee,FL,0,2,1,1,0,0,0,0,1.0,0,11245,0
Talmudic College of Florida,Miami Beach,FL,1,3,2,2,0,0,0,0,1.0,75,28,0
The University of Tampa,Tampa,FL,4,3,2,2,0,0,0,0,2.0,4150,8657,0
Trinity Baptist College,Jacksonville,FL,5,3,2,2,0,0,0,0,1.0,176,351,0
Trinity College of Florida,Trinity,FL,5,2,2,2,0,0,0,0,1.0,126,214,0
Valencia College,Orlando,FL,0,2,1,1,0,1,1,0,1.0,0,45949,0
Warner University,Lake Wales,FL,4,3,2,2,0,0,0,0,3.0,448,820,0
Webber International University,Babson Park,FL,5,3,2,2,0,0,0,0,1.0,416,735,0
Rasmussen University-Florida,Ocala,FL,5,3,3,3,0,0,0,0,1.0,0,9011,0
The University of West Florida,Pensacola,FL,4,4,1,1,0,0,0,0,2.0,1483,9637,0
Abraham Baldwin Agricultural College,Tifton,GA,5,2,1,1,0,0,0,0,1.0,1198,3990,0
Agnes Scott College,Decatur,GA,5,3,2,2,0,0,0,1,2.0,857,1014,0
Interactive College of Technology-Chamblee,Chamblee,GA,0,1,6,3,0,0,0,0,,0,730,0
Interactive College of Technology-Morrow,Morrow,GA,1,1,6,3,0,0,0,0,,0,90,0
Albany Technical College,Albany,GA,0,1,4,1,0,0,0,0,,0,3022,0
Albany State University,Albany,GA,4,3,1,1,1,0,1,0,1.0,2339,6102,0
Andrew College,Cuthbert,GA,0,2,2,2,0,0,0,0,1.0,330,301,0
The Art Institute of Atlanta,Atlanta,GA,5,2,3,3,0,0,0,0,1.0,0,814,0
Atlanta Technical College,Atlanta,GA,0,1,4,1,0,0,0,0,,0,3030,0
Point University,West Point,GA,5,3,2,2,0,0,0,0,1.0,424,1916,0
Atlanta Metropolitan State College,Atlanta,GA,5,2,1,1,0,0,0,0,1.0,0,1704,0
Atlanta's John Marshall Law School,Atlanta,GA,1,7,3,3,0,0,0,0,0.0,0,0,0
Clark Atlanta University,Atlanta,GA,2,4,2,2,1,0,1,0,1.0,2121,3096,0
Augusta Technical College,Augusta,GA,0,1,4,1,0,0,0,0,,0,3863,0
Berry College,Mount Berry,GA,4,3,2,2,0,0,0,0,2.0,1898,2006,0
Beulah Heights University,Atlanta,GA,5,5,2,2,0,0,0,0,1.0,0,344,0
Brenau University,Gainesville,GA,3,5,2,2,0,0,0,1,1.0,480,1710,0
Brewton-Parker College,Mount Vernon,GA,5,2,2,2,0,0,0,0,1.0,532,835,0
College of Coastal Georgia,Brunswick,GA,5,2,1,1,0,0,0,0,1.0,654,3457,0
West Georgia Technical College,Waco,GA,0,1,4,1,0,0,0,0,,0,6437,0
Clayton  State University,Morrow,GA,4,3,1,1,0,0,0,0,2.0,1296,6376,0
Columbia Theological Seminary,Decatur,GA,1,7,2,2,0,0,0,0,0.0,138,0,0
Columbus Technical College,Columbus,GA,0,1,4,1,0,0,0,0,,0,2999,0
Columbus State University,Columbus,GA,4,4,1,1,0,0,0,0,1.0,1467,6877,0
