name,city,stabbr,basic2021,enrprofile2021,sector,control,hbcu,hsi,msi,womens,selindex,rooms,ugtenr20,tribal
Strayer University-North Carolina,Morrisville,NC,4,4,3,3,0,0,0,0,1.0,0,4684,0
The King's College,New York,NY,5,2,2,2,0,0,0,0,3.0,275,442,0
Chamberlain University-Illinois,Addison,IL,1,5,3,3,0,0,0,0,0.0,0,14851,0
Chamberlain University-Ohio,Columbus,OH,1,2,3,3,0,0,0,0,0.0,0,744,0
Chamberlain University-Arizona,Phoenix,AZ,1,2,3,3,0,0,0,0,0.0,0,725,0
Bryan University,Rogers,AR,0,1,6,3,0,0,0,0,,0,38,0
Ottawa University-Online,Ottawa,KS,5,5,2,2,0,0,0,0,1.0,0,163,0
Institute of Production and Recording,Minneapolis,MN,1,2,3,3,0,0,0,0,1.0,0,133,0
Taft University System,Lakewood,CO,3,6,3,3,0,0,0,0,0.0,0,2,0
Laurus College,San Luis Obispo,CA,0,2,3,3,0,0,0,0,1.0,0,897,0
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,1,1,6,3,0,0,0,0,,0,7600,0
Aspen University,Denver,CO,1,5,3,3,0,0,0,0,1.0,0,6399,0
Institute of Taoist Education and Acupuncture,Louisville,CO,1,7,2,2,0,0,0,0,0.0,0,0,0
Denver College of Nursing,Denver,CO,1,3,3,3,0,0,0,0,0.0,0,1022,0
Cambridge College of Healthcare & Technology,Delray Beach,FL,1,1,6,3,0,0,0,0,,0,654,0
Urshan Graduate School of Theology,Wentzville,MO,1,7,2,2,0,0,0,0,0.0,0,0,0
College of Western Idaho,Nampa,ID,0,1,4,1,0,0,0,0,,0,10200,0
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,1,7,3,3,0,0,0,0,0.0,0,0,0
Jersey College,Teterboro,NJ,1,1,6,3,0,0,0,0,,0,3514,0
Yeshiva of Machzikai Hadas,Brooklyn,NY,1,2,2,2,0,0,0,0,2.0,0,457,0
MediaTech Institute-Dallas,Dallas,TX,1,1,6,3,0,0,0,0,,0,217,0
Pacific Northwest University of Health Sciences,Yakima,WA,1,7,2,2,0,0,0,0,0.0,0,0,0
The Chicago School of Professional Psychology at Anaheim,Anaheim,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Fortis Institute-Pensacola,Pensacola,FL,1,1,6,3,0,0,0,0,,0,705,0
Woodland Community College,Woodland,CA,0,1,4,1,0,0,0,0,,0,4598,0
Fortis Institute-Birmingham,Birmingham,AL,1,1,6,3,0,0,0,0,,0,551,0
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,1,6,2,2,0,0,0,0,0.0,0,182,0
Providence Christian College,Pasadena,CA,5,2,2,2,0,0,0,0,3.0,212,121,0
Institute of World Politics,Washington,DC,1,7,2,2,0,0,0,0,0.0,0,0,0
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,1,7,2,2,0,0,0,0,0.0,0,0,0
National Career College,Panorama City,CA,0,1,6,3,0,0,0,0,,0,293,0
Columbia College,Vienna,VA,0,1,6,3,0,0,0,0,,0,371,0
Vermont College of Fine Arts,Montpelier,VT,4,7,2,2,0,0,0,0,0.0,265,0,0
Pima Medical Institute-East Valley,Mesa,AZ,1,1,6,3,0,0,0,0,,0,363,0
MediaTech Institute-Houston,Houston,TX,1,1,6,3,0,0,0,0,,0,101,0
Miller-Motte College-Raleigh,Raleigh,NC,1,1,6,3,0,0,0,0,,0,282,0
Fortis College-Salt Lake City,Salt Lake City,UT,1,1,6,3,0,0,0,0,,0,539,0
Polytechnic University of Puerto Rico-Miami,Miami,FL,5,6,2,2,0,1,1,0,1.0,0,80,0
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,5,4,2,2,0,1,1,0,1.0,0,172,0
Geisinger Commonwealth School of Medicine,Scranton,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Miller-Motte College-McCann-Allentown,Allentown,PA,0,1,6,3,0,0,0,0,,0,263,0
Strayer University-West Virginia,Scott Depot,WV,1,3,3,3,0,0,0,0,1.0,0,307,0
San Joaquin Valley College-Hesperia,Hesperia,CA,0,1,6,3,0,0,0,0,,0,372,0
University of Minnesota-Rochester,Rochester,MN,1,2,1,1,0,0,0,0,2.0,311,632,0
CBT Technology Institute-Cutler Bay,Cutler Bay,FL,1,1,6,3,0,0,0,0,,0,46,0
Homestead Schools,Torrance,CA,1,3,2,2,0,0,0,0,1.0,0,125,0
Carrington College-Las Vegas,Las Vegas,NV,1,1,6,3,0,0,0,0,,0,374,0
Carrington College-Reno,Reno,NV,1,1,6,3,0,0,0,0,,0,526,0
Chamberlain University-Florida,Jacksonville,FL,1,2,3,3,0,0,0,0,0.0,0,1084,0
Horizon University,Indianapolis,IN,1,3,2,2,0,0,0,0,1.0,0,40,0
Academy for Jewish Religion-California,Los Angeles,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Angeles College,Los Angeles,CA,1,3,3,3,0,0,0,0,1.0,0,298,0
University of Fort Lauderdale,Lauderhill,FL,1,4,2,2,0,0,0,0,1.0,0,49,0
Pacific Rim Christian University,Honolulu,HI,5,4,2,2,0,0,0,0,2.0,18,123,0
Ambria College of Nursing,Hoffman Estates,IL,1,2,3,3,0,0,0,0,1.0,0,229,0
Midwestern Career College,Chicago,IL,1,1,6,3,0,0,0,0,,0,655,0
CenterPoint Massage & Shiatsu Therapy School & Clinic,Bloomington,MN,1,1,6,3,0,0,0,0,,0,42,0
American Business and Technology University,St Joseph,MO,5,3,3,3,0,0,0,0,1.0,0,342,0
City Vision University,Kansas City,MO,5,4,2,2,0,0,0,0,1.0,0,99,0
Houston International College Cardiotech Ultrasound School,Houston,TX,1,1,6,3,0,0,0,0,,0,73,0
Ascent College,Hampton,VA,1,2,2,2,0,0,0,0,1.0,0,35,0
Northwest School of Wooden Boat Building,Port Hadlock,WA,1,1,5,2,0,0,0,0,,0,27,0
West Coast University-Orange County,Anaheim,CA,1,4,3,3,0,0,0,0,1.0,0,2990,0
West Coast University-Ontario,Ontario,CA,1,2,3,3,0,0,0,0,1.0,0,2408,0
Miller-Motte College-Fayetteville,Fayetteville,NC,1,1,6,3,0,0,0,0,,0,259,0
Miller-Motte College-Columbus,Columbus,GA,0,1,6,3,0,0,0,0,,0,376,0
The Art Institute of Virginia Beach,Virginia Beach,VA,5,2,3,3,0,0,0,0,1.0,0,223,0
Fortis College-Indianapolis,Indianapolis,IN,1,1,6,3,0,0,0,0,,0,416,0
Strayer University-Arkansas,Little Rock,AR,5,4,3,3,0,0,0,0,1.0,0,407,0
Strayer University-Georgia,Atlanta,GA,1,4,3,3,0,0,0,0,1.0,0,6536,0
Strayer University-Mississippi,Jackson,MS,1,3,3,3,0,0,0,0,1.0,0,524,0
Strayer University-South Carolina,Greenville,SC,1,4,3,3,0,0,0,0,1.0,0,2459,0
Strayer University-Texas,Austin,TX,1,4,3,3,0,0,0,0,1.0,0,3091,0
The Art Institute of San Antonio,San Antonio,TX,5,2,3,3,0,0,0,0,1.0,0,395,0
Unitek College,Fremont,CA,1,2,3,3,0,0,0,0,1.0,0,3618,0
Gurnick Academy of Medical Arts,San Mateo,CA,1,2,3,3,0,0,0,0,1.0,0,2462,0
South University-Richmond,Glen Allen,VA,1,5,3,3,0,0,0,0,1.0,0,289,0
South University-Virginia Beach,Virginia Beach,VA,5,4,3,3,0,0,0,0,1.0,0,325,0
Future-Tech Institute,Miami,FL,1,1,6,3,0,0,0,0,,0,105,0
Compass College of Film and Media,Grand Rapids,MI,1,2,2,2,0,0,0,0,1.0,0,72,0
Peloton College,Dallas,TX,0,1,6,3,0,0,0,0,,0,131,0
Touro University Worldwide,Los Alamitos,CA,4,6,2,2,0,0,0,0,1.0,0,518,0
Touro University California,Vallejo,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
The Chicago School of Professional Psychology at Washington DC,Washington,DC,1,7,2,2,0,0,0,0,0.0,0,0,0
Touro University Nevada,Henderson,NV,1,6,2,2,0,0,0,0,0.0,0,40,0
Herzing University-Kenosha,Kenosha,WI,1,3,2,2,0,0,0,0,1.0,0,667,0
Herzing University-Brookfield,Brookfield,WI,1,3,2,2,0,0,0,0,0.0,0,494,0
Texas A&M University-San Antonio,San Antonio,TX,4,3,1,1,0,1,1,0,0.0,0,6078,0
Fortis Institute,Houston,TX,1,1,6,3,0,0,0,0,,0,390,0
Strayer University-Global Region,Washington,DC,1,5,3,3,0,0,0,0,1.0,0,7124,0
Fortis College-Columbia,Columbia,SC,1,1,6,3,0,0,0,0,,0,569,0
Ross Medical Education Center-Granger,Granger,IN,1,1,6,3,0,0,0,0,,0,161,0
Pima Medical Institute-Houston,Houston,TX,1,1,6,3,0,0,0,0,,0,876,0
Concorde Career College-Dallas,Dallas,TX,1,1,6,3,0,0,0,0,,0,545,0
Concorde Career Institute-Orlando,Orlando,FL,1,1,6,3,0,0,0,0,,0,197,0
Concorde Career College-San Antonio,San Antonio,TX,1,1,6,3,0,0,0,0,,0,519,0
Johnson & Wales University-Online,Providence,RI,4,5,2,2,0,0,0,0,0.0,0,1318,0
Fairfax University of America,Fairfax,VA,5,6,2,2,0,0,0,0,0.0,0,17,0
Moreno Valley College,Moreno Valley,CA,0,1,4,1,0,1,1,0,,0,9158,0
Norco College,Norco,CA,0,1,4,1,0,1,1,0,,0,10261,0
Universal Technical Institute-Dallas Fort Worth,Irving,TX,1,1,6,3,0,0,0,0,,0,1748,0
ICPR Junior College,Manati,PR,0,1,6,3,0,0,0,0,,0,346,0
Hawaii Medical College,Honolulu,HI,1,1,6,3,0,0,0,0,,0,150,0
Miller-Motte College-Jacksonville,Jacksonville,NC,1,1,6,3,0,0,0,0,,0,238,0
Miller-Motte College-Augusta,Augusta,GA,0,1,6,3,0,0,0,0,,0,560,0
Miller-Motte College-Conway,Conway,SC,0,1,6,3,0,0,0,0,,0,323,0
Chamberlain University-Virginia,Vienna,VA,1,2,3,3,0,0,0,0,0.0,0,622,0
Mildred Elley-New York Campus,New York,NY,1,1,6,3,0,0,0,0,,0,1163,0
National Paralegal College,Phoenix,AZ,1,4,3,3,0,0,0,0,1.0,0,601,0
Carolina College of Biblical Studies,Fayetteville,NC,1,3,2,2,0,0,0,0,1.0,0,149,0
Omega Graduate School,Dayton,TN,4,7,2,2,0,0,0,0,0.0,12,0,0
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,1,7,2,2,0,0,0,0,0.0,0,0,0
New York Film Academy,Burbank,CA,1,4,3,3,0,0,0,0,1.0,0,962,0
Institute of Medical and Business Careers,Pittsburgh,PA,1,1,6,3,0,0,0,0,,0,614,0
American Medical Sciences Center,Glendale,CA,1,1,3,3,0,0,0,0,,0,52,0
Jose Maria Vargas University,Pembroke Pines,FL,1,4,3,3,0,0,0,0,1.0,0,96,0
Keweenaw Bay Ojibwa Community College,Baraga,MI,33,1,4,1,0,0,1,0,1.0,0,79,1
Meridian Institute of Surgical Assisting,Nashville,TN,1,1,6,3,0,0,0,0,,0,816,0
Shepherds Theological Seminary,Cary,NC,1,7,2,2,0,0,0,0,0.0,0,0,0
Manna University,Fayetteville,NC,5,4,2,2,0,0,0,0,0.0,0,187,0
American Trade School,Saint Ann,MO,1,1,6,3,0,0,0,0,,0,128,0
Bergin University of Canine Studies,Penngrove,CA,5,5,2,2,0,0,0,0,0.0,0,26,0
Pima Medical Institute-Aurora,Aurora,CO,1,1,6,3,0,0,0,0,,0,362,0
Simmons College of Kentucky,Louisville,KY,5,2,2,2,1,0,1,0,1.0,0,140,0
North American University,Stafford,TX,4,5,2,2,0,0,0,0,1.0,200,386,0
Keser Torah-Mayan Hatalmud,Lakewood,NJ,1,2,2,2,0,0,0,0,1.0,100,88,0
Millennia Atlantic University,Doral,FL,1,6,3,3,0,0,0,0,1.0,0,82,0
Colorado Academy of Veterinary Technology,Colorado Springs,CO,1,1,6,3,0,0,0,0,,0,65,0
Institute for Doctoral Studies in the Visual Arts,Portland,ME,4,7,2,2,0,0,0,0,0.0,0,0,0
John Paul the Great Catholic University,Escondido,CA,5,2,2,2,0,0,0,0,1.0,225,274,0
Ottawa University-Surprise,Surprise,AZ,5,3,2,2,0,0,0,0,1.0,400,726,0
Chamberlain University-Missouri,St. Louis,MO,1,2,3,3,0,0,0,0,0.0,0,466,0
Chamberlain University-Texas,Houston,TX,1,2,3,3,0,0,0,0,0.0,0,1558,0
Carrington College-Ontario,Ontario,CA,1,1,6,3,0,0,0,0,,0,174,0
Dewey University-Manati,Manati,PR,1,2,2,2,0,1,1,0,1.0,0,241,0
WellSpring School of Allied Health-Lawrence,Lawrence,KS,1,1,6,3,0,0,0,0,,0,35,0
Los Angeles Pacific University,San Dimas,CA,4,4,2,2,0,1,1,0,1.0,0,1746,0
Relay Graduate School of Education,New York,NY,1,6,2,2,0,0,0,0,0.0,0,259,0
Miller-Motte College-Macon,Macon,GA,1,1,6,3,0,0,0,0,,0,226,0
South University-Savannah Online,Savannah,GA,3,5,3,3,0,0,0,0,1.0,0,3307,0
San Joaquin Valley College-Temecula,Temecula,CA,0,1,6,3,0,0,0,0,,0,662,0
Whitworth University-Adult Degree Programs,Spokane,WA,5,2,2,2,0,0,0,0,0.0,0,262,0
The Colleges of Law at Santa Barbara,Santa Barbara,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
"Springfield College-Regional, Online, and Continuing Education",Springfield,MA,4,5,2,2,0,0,0,0,0.0,0,446,0
Catholic Distance University,Charles Town,WV,1,6,2,2,0,0,0,0,1.0,0,77,0
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,1,1,5,2,0,0,0,0,,0,115,0
City College-Hollywood,Hollywood,FL,0,1,5,2,0,0,0,0,,0,193,0
Rocky Mountain University of Health Professions,Provo,UT,1,7,3,3,0,0,0,0,0.0,0,0,0
CUNY Stella and Charles Guttman Community College,New York,NY,0,1,4,1,0,1,1,0,,0,1021,0
Criswell College,Dallas,TX,5,4,2,2,0,0,0,0,0.0,0,158,0
Beverly Hills Design Institute,Beverly Hills,CA,1,2,3,3,0,0,0,0,0.0,0,14,0
American Medical Academy,Miami,FL,1,1,3,3,0,0,0,0,,0,527,0
Chamberlain University-Georgia,Atlanta,GA,1,2,3,3,0,0,0,0,0.0,0,1330,0
Chamberlain University-Indiana,Indianapolis,IN,1,2,3,3,0,0,0,0,0.0,0,275,0
Sessions College for Professional Design,Tempe,AZ,1,1,6,3,0,0,0,0,,0,197,0
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,1,2,2,2,0,0,0,0,1.0,155,60,0
Athena Career Academy,Toledo,OH,1,1,6,3,0,0,0,0,,0,338,0
Yeshiva Gedolah Zichron Leyma,Union,NJ,1,2,2,2,0,0,0,0,2.0,40,34,0
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,1,2,2,2,0,0,0,0,1.0,125,565,0
Rio Grande Valley College,Pharr,TX,1,1,6,3,0,0,0,0,,0,614,0
SAE Institute of Technology-Atlanta,Atlanta,GA,1,1,6,3,0,0,0,0,,0,312,0
Colorado State University-Global Campus,Aurora,CO,4,5,1,1,0,0,0,0,0.0,0,7970,0
West Coast University-Dallas,Dallas,TX,1,4,3,3,0,0,0,0,1.0,0,1182,0
South University-Austin,Round Rock,TX,5,3,3,3,0,0,0,0,1.0,0,399,0
Bryant & Stratton College-Online,Orchard Park,NY,5,2,3,3,0,0,0,0,1.0,0,5594,0
Mercyhurst University-North East Campus,North East,PA,0,1,5,2,0,0,0,0,,0,446,0
Warner Pacific University Professional and Graduate Studies,Portland,OR,5,5,2,2,0,0,0,0,1.0,0,282,0
Platt College-Riverside,Riverside,CA,5,2,3,3,0,0,0,0,1.0,0,512,0
Shiloh University,Kalona,IA,1,6,2,2,0,0,0,0,0.0,0,20,0
Florida Institute of Technology-Online,Melbourne,FL,4,4,2,2,0,0,0,0,0.0,0,1101,0
Rasmussen University-Kansas,Topeka,KS,5,3,3,3,0,0,0,0,1.0,0,687,0
California Miramar University,San Diego,CA,1,5,3,3,0,0,0,0,2.0,0,91,0
Rocky Vista University,Parker,CO,1,7,3,3,0,0,0,0,0.0,0,0,0
The College of Health Care Professions-Dallas,Dallas,TX,1,1,6,3,0,0,0,0,,0,465,0
The College of Health Care Professions-Fort Worth,Fort Worth,TX,1,1,6,3,0,0,0,0,,0,704,0
Miami Media School,Doral,FL,1,1,6,3,0,0,0,0,,0,108,0
Gemini School of Visual Arts & Communication,Cedar Park,TX,1,2,3,3,0,0,0,0,3.0,0,7,0
College of the Muscogee Nation,Okmulgee,OK,33,1,4,1,0,0,1,0,1.0,84,252,1
Midwives College of Utah,Salt Lake City,UT,1,3,2,2,0,0,0,0,1.0,0,232,0
Future Generations University,Franklin,WV,1,7,2,2,0,0,0,0,0.0,0,0,0
Grace Mission University,Fullerton,CA,1,5,2,2,0,0,0,0,3.0,0,88,0
Sotheby's Institute of Art-NY,New York,NY,1,7,3,3,0,0,0,0,0.0,0,0,0
Helms College,Macon,GA,1,1,5,2,0,0,0,0,,0,280,0
Mid-South Christian College,Memphis,TN,1,2,2,2,0,0,0,0,1.0,36,22,0
Ultrasound Medical Institute,Royal Palm Beach,FL,1,1,6,3,0,0,0,0,,0,126,0
Grace School of Theology,Conroe,TX,1,6,2,2,0,0,0,0,1.0,0,163,0
Yeshiva Gedolah Kesser Torah,Monsey,NY,1,2,2,2,0,0,0,0,3.0,85,85,0
Yeshiva Yesodei Hatorah,Lakewood,NJ,1,2,2,2,0,0,0,0,2.0,80,52,0
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
South University-High Point,High Point,NC,1,4,3,3,0,0,0,0,1.0,0,20,0
San Joaquin Valley College-Lancaster,Lancaster,CA,1,1,6,3,0,0,0,0,,0,213,0
Augusta University,Augusta,GA,2,5,1,1,0,0,0,0,2.0,1228,5674,0
Middle Georgia State University,Macon,GA,4,3,1,1,0,0,0,0,1.0,2038,8015,0
Veritas Baptist College,Greendale,IN,1,4,2,2,0,0,0,0,0.0,0,164,0
DeVry College of New York,New York,NY,1,4,3,3,0,0,0,0,3.0,0,878,0
DeVry University-Arizona,Phoenix,AZ,5,4,3,3,0,0,0,0,0.0,0,178,0
DeVry University-California,Ontario,CA,4,4,3,3,0,0,0,0,0.0,0,1619,0
DeVry University-Colorado,Westminster,CO,1,3,3,3,0,0,0,0,0.0,0,109,0
DeVry University-Florida,Miramar,FL,1,3,3,3,0,0,0,0,0.0,0,518,0
DeVry University-Georgia,Decatur,GA,1,3,3,3,0,0,0,0,0.0,0,901,0
DeVry University-Illinois,Chicago,IL,4,4,3,3,0,0,0,0,0.0,0,17174,0
DeVry University-Missouri,Kansas City,MO,1,3,3,3,0,0,0,0,0.0,0,46,0
DeVry University-Nevada,Henderson,NV,1,3,3,3,0,0,0,0,0.0,0,35,0
DeVry University-New Jersey,Iselin,NJ,5,3,3,3,0,0,0,0,0.0,0,169,0
DeVry University-North Carolina,Charlotte,NC,1,5,3,3,0,0,0,0,0.0,0,24,0
DeVry University-Ohio,Columbus,OH,5,3,3,3,0,0,0,0,0.0,0,384,0
DeVry University-Pennsylvania,Ft. Washington,PA,5,3,3,3,0,0,0,0,0.0,0,102,0
DeVry University-Tennessee,Nashville,TN,1,4,3,3,0,0,0,0,3.0,0,20,0
DeVry University-Texas,Irving,TX,1,4,3,3,0,0,0,0,0.0,0,234,0
DeVry University-Virginia,Arlington,VA,1,5,3,3,0,0,0,0,0.0,0,118,0
University of North Georgia,Dahlonega,GA,4,3,1,1,0,0,0,0,1.0,2772,19019,0
South Georgia State College,Douglas,GA,5,2,1,1,0,0,0,0,1.0,506,2028,0
Northeastern University Professional Programs,Boston,MA,3,6,2,2,0,0,0,0,0.0,0,3238,0
Florida Polytechnic University,Lakeland,FL,5,3,1,1,0,0,0,0,3.0,757,1349,0
Arizona College-Mesa,Mesa,AZ,1,1,6,3,0,0,0,0,,0,355,0
Antioch College,Yellow Springs,OH,5,2,2,2,0,0,0,0,2.0,221,116,0
Texas A&M University-Central Texas,Killeen,TX,4,4,1,1,0,1,1,0,0.0,0,1886,0
Central Georgia Technical College,Warner Robins,GA,0,1,4,1,0,0,0,0,,0,8140,0
Arizona State University Digital Immersion,Scottsdale,AZ,2,4,1,1,0,0,0,0,0.0,0,40485,0
Louisiana Delta Community College,Monroe,LA,0,1,4,1,0,0,0,0,,0,3874,0
Learnet Academy Inc,Los Angeles,CA,1,1,6,3,0,0,0,0,,0,72,0
Ana G. Mendez University,San Juan,PR,1,6,2,2,0,0,0,0,1.0,0,1257,0
IGlobal University,Vienna,VA,4,6,3,3,0,0,0,0,1.0,0,46,0
Standard Healthcare Services-College of Nursing,Falls Church,VA,1,1,6,3,0,0,0,0,,0,441,0
Alabama College of Osteopathic Medicine,Dothan,AL,1,7,2,2,0,0,0,0,0.0,0,0,0
High Desert Medical College,Lancaster,CA,1,1,6,3,0,0,0,0,,0,1016,0
MedQuest College,Louisville,KY,1,1,6,3,0,0,0,0,,0,337,0
University of Florida-Online,Gainesville,FL,5,2,1,1,0,0,0,0,0.0,0,4407,0
University of Phoenix-Arizona,Phoenix,AZ,3,4,3,3,0,0,0,0,1.0,0,69408,0
University of Phoenix-California,Ontario,CA,4,4,3,3,0,0,0,0,1.0,0,2392,0
University of Phoenix-Nevada,Las Vegas,NV,5,4,3,3,0,0,0,0,1.0,0,127,0
University of Phoenix-Texas,Houston,TX,1,4,3,3,0,0,0,0,1.0,0,228,0
CEM College-Mayaguez,Mayaguez,PR,1,2,3,3,0,0,0,0,1.0,0,105,0
University of West Los Angeles,Inglewood,CA,1,6,3,3,0,0,0,0,0.0,0,3,0
Rabbinical College Ohr Yisroel,Brooklyn,NY,1,2,2,2,0,0,0,0,1.0,60,115,0
University of North Texas at Dallas,Dallas,TX,4,4,1,1,0,1,1,0,0.0,120,3387,0
BridgeValley Community & Technical College,South  Charleston,WV,0,1,4,1,0,0,0,0,,0,1662,0
Georgia Military College,Milledgeville,GA,0,2,1,1,0,0,0,0,1.0,270,7501,0
SAE Institute of Technology-Chicago,Chicago,IL,1,1,6,3,0,0,0,0,,0,183,0
West Coast University-Miami,Doral,FL,1,2,3,3,0,0,0,0,1.0,0,1194,0
High Tech High Graduate School of Education,San Diego,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Coastal Pines Technical College,Waycross,GA,0,1,4,1,0,0,0,0,,0,3606,0
Lionel University,Carpinteria,CA,1,1,3,3,0,0,0,0,,0,431,0
University of Texas Health Science Center at Tyler,Tyler,TX,4,7,1,1,0,0,0,0,0.0,0,0,0
California Intercontinental University,Irvine,CA,3,6,3,3,0,0,0,0,1.0,0,161,0
American College of the Building Arts,Charleston,SC,1,2,2,2,0,0,0,0,1.0,0,93,0
Atlantis University,Miami,FL,4,6,3,3,0,0,0,0,1.0,0,121,0
Antioch University Online,Yellow Springs,OH,5,5,2,2,0,0,0,0,0.0,0,171,0
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,1,2,2,2,0,0,0,0,2.0,0,142,0
Yeshiva Ohr Yisrael,Brooklyn,NY,1,2,2,2,0,0,0,0,1.0,26,36,0
Yeshiva Sholom Shachna,Brooklyn,NY,1,2,2,2,0,0,0,0,1.0,150,106,0
Bethlehem College & Seminary,Minneapolis,MN,1,5,2,2,0,0,0,0,1.0,20,119,0
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,1,7,2,2,0,0,0,0,0.0,0,0,0
Theatre of Arts,Hollywood,CA,1,1,6,3,0,0,0,0,,0,22,0
Beth Medrash Meor Yitzchok,Monsey,NY,1,2,2,2,0,0,0,0,2.0,160,187,0
San Ignacio University,Doral,FL,1,5,3,3,0,0,0,0,1.0,0,132,0
Valor Christian College,Canal Winchester,OH,1,1,5,2,0,0,0,0,,200,289,0
Bethany Global University,Bloomington,MN,1,3,2,2,0,0,0,0,1.0,330,313,0
United International College,Miramar,FL,1,2,3,3,0,0,0,0,1.0,0,56,0
San Francisco Film School,San Francisco,CA,1,1,6,3,0,0,0,0,,0,40,0
Saint Michael College of Allied Health,Washington,DC,1,1,6,3,0,0,0,0,,0,124,0
Presidio Graduate School,San Francisco,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,1,7,2,2,0,0,0,0,0.0,45,0,0
California Jazz Conservatory,Berkeley,CA,1,2,2,2,0,0,0,0,1.0,0,35,0
Wave Leadership College,Virginia Beach,VA,1,1,5,2,0,0,0,0,,0,41,0
Pima Medical Institute-El Paso,El Paso,TX,1,1,6,3,0,0,0,0,,0,467,0
Pima Medical Institute-Phoenix,Phoenix,AZ,0,1,6,3,0,0,0,0,,0,812,0
Kennesaw State University,Kennesaw,GA,2,3,1,1,0,0,0,0,2.0,5116,37390,0
Milligan University,Milligan,TN,4,5,2,2,0,0,0,0,2.0,650,941,0
Chamberlain University-Nevada,Las Vegas,NV,1,2,3,3,0,0,0,0,0.0,0,508,0
Chamberlain University-Michigan,Troy,MI,1,2,3,3,0,0,0,0,0.0,0,497,0
Chamberlain University-New Jersey,North Brunswick,NJ,1,2,3,3,0,0,0,0,0.0,0,1023,0
Hussian College-Los Angeles,Los Angeles,CA,1,2,3,3,0,0,0,0,1.0,0,266,0
The University of Tennessee Health Science Center,Memphis,TN,1,6,1,1,0,0,0,0,0.0,0,218,0
Emory University-Oxford College,Oxford,GA,0,1,5,2,0,0,0,0,,922,947,0
Southern Regional Technical College,Thomasville,GA,0,1,4,1,0,0,0,0,,0,4154,0
University of Arizona-Sierra Vista,Sierra Vista,AZ,5,3,1,1,0,0,0,0,0.0,0,349,0
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,1,1,6,3,0,0,0,0,,0,575,0
Sunstate Academy-Jones Technical Institute,Jacksonville,FL,0,1,5,2,0,0,0,0,,0,376,0
Texas State Technical College,Waco,TX,0,1,4,1,0,0,0,0,,2320,10654,0
Arizona College of Nursing-Las Vegas,Las Vegas,NV,1,2,3,3,0,0,0,0,0.0,0,746,0
Florida Career College-Pembroke Pines,Pembroke Pines,FL,1,1,6,3,0,0,0,0,,0,676,0
Florida Career College-Hialeah,Hialeah,FL,1,1,6,3,0,0,0,0,,0,809,0
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,1,1,6,3,0,0,0,0,,0,1048,0
Florida Career College-Boynton Beach,Boynton Beach,FL,1,1,6,3,0,0,0,0,,0,681,0
Florida Career College-Houston,Houston,TX,1,1,6,3,0,0,0,0,,0,1155,0
Husson University,Bangor,ME,3,4,2,2,0,0,0,0,1.0,1043,2679,0
Universal Technical Institute-Southern California,Long Beach,CA,1,1,6,3,0,0,0,0,,0,1182,0
Northwest University-College of Adult and Professional Studies,Kirkland,WA,5,4,2,2,0,0,0,0,1.0,0,1044,0
California Institute of Advanced Management,Alhambra,CA,1,7,2,2,0,0,0,0,0.0,0,0,0
Yeshiva Zichron Aryeh,Far Rockaway,NY,1,2,2,2,0,0,0,0,1.0,39,28,0
Felbry College School of Nursing,Columbus,OH,1,1,3,3,0,0,0,0,,0,288,0
Martinsburg College,Martinsburg,WV,1,1,6,3,0,0,0,0,,0,1691,0
Alhambra Medical University,Alhambra,CA,1,6,3,3,0,0,0,0,0.0,0,54,0
Central Yeshiva Beth Joseph,Brooklyn,NY,1,2,2,2,0,0,0,0,0.0,0,23,0
Abraham Lincoln University,Glendale,CA,1,6,3,3,0,0,0,0,1.0,0,69,0
Med Academy,Hialeah,FL,1,1,6,3,0,0,0,0,,0,114,0
Huntington University of Health Sciences,Knoxville,TN,5,4,3,3,0,0,0,0,1.0,0,119,0
Sonoran Desert Institute,Tempe,AZ,1,1,6,3,0,0,0,0,,0,2709,0
Yeshivas Maharit D'Satmar,Monroe,NY,1,2,2,2,0,0,0,0,1.0,35,143,0
