GeoFIPS,GeoName,Description,Unit,2018,2019,2020,2021,2022
" ""51951""","Spotsylvania + Fredericksburg, VA*",Per capita personal income (dollars) 2/,Dollars,50016,52041,56272,60595,62617
" ""51953""","Washington + Bristol, VA*",Personal income (thousands of dollars) ,Thousands of dollars,2766010,2853060,3042233,3258241,3312977
" ""51953""","Washington + Bristol, VA*",Population (persons) 1/,Number of persons,71026,70986,71184,70888,70933
" ""51953""","Washington + Bristol, VA*",Per capita personal income (dollars) 2/,Dollars,38944,40192,42738,45963,46706
" ""51955""","Wise + Norton, VA*",Personal income (thousands of dollars) ,Thousands of dollars,1318012,1354082,1474991,1590973,1604254
" ""51955""","Wise + Norton, VA*",Population (persons) 1/,Number of persons,40627,40070,39741,39338,39030
" ""51955""","Wise + Norton, VA*",Per capita personal income (dollars) 2/,Dollars,32442,33793,37115,40444,41103
" ""51958""","York + Poquoson, VA*",Personal income (thousands of dollars) ,Thousands of dollars,4635813,4838533,5057023,5512307,5699764
" ""51958""","York + Poquoson, VA*",Population (persons) 1/,Number of persons,81221,81872,82700,83785,83923
" ""51958""","York + Poquoson, VA*",Per capita personal income (dollars) 2/,Dollars,57077,59099,61149,65791,67917
" ""53000""",Washington,Personal income (thousands of dollars) ,Thousands of dollars,451609165,484334162,522713789,574266835,586520188
" ""53000""",Washington,Population (persons) 1/,Number of persons,7548537,7638689,7724031,7740745,7785786
" ""53000""",Washington,Per capita personal income (dollars) 2/,Dollars,59827,63405,67674,74188,75332
" ""53001""","Adams, WA",Personal income (thousands of dollars) ,Thousands of dollars,748040,805204,902384,974134,1004733
" ""53001""","Adams, WA",Population (persons) 1/,Number of persons,20100,20484,20608,20640,20961
" ""53001""","Adams, WA",Per capita personal income (dollars) 2/,Dollars,37216,39309,43788,47196,47933
" ""53003""","Asotin, WA",Personal income (thousands of dollars) ,Thousands of dollars,1005116,1047803,1110195,1195506,1223081
" ""53003""","Asotin, WA",Population (persons) 1/,Number of persons,22280,22217,22325,22468,22508
" ""53003""","Asotin, WA",Per capita personal income (dollars) 2/,Dollars,45113,47162,49729,53209,54340
" ""53005""","Benton, WA",Personal income (thousands of dollars) ,Thousands of dollars,9185650,9812680,10520807,11511248,11587408
" ""53005""","Benton, WA",Population (persons) 1/,Number of persons,201857,204948,207413,210585,212791
" ""53005""","Benton, WA",Per capita personal income (dollars) 2/,Dollars,45506,47879,50724,54663,54454
" ""53007""","Chelan, WA",Personal income (thousands of dollars) ,Thousands of dollars,4011832,4199275,4591318,4979745,5010185
" ""53007""","Chelan, WA",Population (persons) 1/,Number of persons,77911,78517,79228,79775,79926
" ""53007""","Chelan, WA",Per capita personal income (dollars) 2/,Dollars,51492,53482,57951,62422,62685
" ""53009""","Clallam, WA",Personal income (thousands of dollars) ,Thousands of dollars,3426025,3648228,3939572,4316320,4323302
" ""53009""","Clallam, WA",Population (persons) 1/,Number of persons,76188,76774,77357,78442,77805
" ""53009""","Clallam, WA",Per capita personal income (dollars) 2/,Dollars,44968,47519,50927,55026,55566
" ""53011""","Clark, WA",Personal income (thousands of dollars) ,Thousands of dollars,25537617,27275370,29220288,32766056,33860383
" ""53011""","Clark, WA",Population (persons) 1/,Number of persons,488953,496645,505301,512588,516779
" ""53011""","Clark, WA",Per capita personal income (dollars) 2/,Dollars,52229,54919,57827,63923,65522
" ""53013""","Columbia, WA",Personal income (thousands of dollars) ,Thousands of dollars,181553,207312,229160,242269,251890
" ""53013""","Columbia, WA",Population (persons) 1/,Number of persons,3976,3935,3949,4015,4026
" ""53013""","Columbia, WA",Per capita personal income (dollars) 2/,Dollars,45662,52684,58030,60341,62566
" ""53015""","Cowlitz, WA",Personal income (thousands of dollars) ,Thousands of dollars,4689148,5041323,5550791,6043590,6116134
" ""53015""","Cowlitz, WA",Population (persons) 1/,Number of persons,108351,110020,111019,111648,111956
" ""53015""","Cowlitz, WA",Per capita personal income (dollars) 2/,Dollars,43277,45822,49999,54131,54630
" ""53017""","Douglas, WA",Personal income (thousands of dollars) ,Thousands of dollars,1668690,1773866,1973029,2162025,2170458
" ""53017""","Douglas, WA",Population (persons) 1/,Number of persons,42087,42759,43031,43838,44192
" ""53017""","Douglas, WA",Per capita personal income (dollars) 2/,Dollars,39649,41485,45851,49319,49114
" ""53019""","Ferry, WA",Personal income (thousands of dollars) ,Thousands of dollars,264623,274771,312597,338116,328785
" ""53019""","Ferry, WA",Population (persons) 1/,Number of persons,7198,7157,7196,7267,7448
" ""53019""","Ferry, WA",Per capita personal income (dollars) 2/,Dollars,36763,38392,43440,46528,44144
" ""53021""","Franklin, WA",Personal income (thousands of dollars) ,Thousands of dollars,3427860,3724619,4127010,4590465,4546268
" ""53021""","Franklin, WA",Population (persons) 1/,Number of persons,93976,95474,97143,98126,98678
" ""53021""","Franklin, WA",Per capita personal income (dollars) 2/,Dollars,36476,39012,42484,46781,46072
" ""53023""","Garfield, WA",Personal income (thousands of dollars) ,Thousands of dollars,100173,110752,128596,132144,137318
" ""53023""","Garfield, WA",Population (persons) 1/,Number of persons,2260,2269,2298,2354,2363
" ""53023""","Garfield, WA",Per capita personal income (dollars) 2/,Dollars,44324,48811,55960,56136,58112
" ""53025""","Grant, WA",Personal income (thousands of dollars) ,Thousands of dollars,3608991,3956809,4504130,4914194,4960525
" ""53025""","Grant, WA",Population (persons) 1/,Number of persons,96514,97976,99427,100440,101311
" ""53025""","Grant, WA",Per capita personal income (dollars) 2/,Dollars,37393,40385,45301,48927,48963
" ""53027""","Grays Harbor, WA",Personal income (thousands of dollars) ,Thousands of dollars,2872877,3039564,3319846,3632315,3611396
" ""53027""","Grays Harbor, WA",Population (persons) 1/,Number of persons,73697,74944,75855,76787,77038
" ""53027""","Grays Harbor, WA",Per capita personal income (dollars) 2/,Dollars,38982,40558,43766,47304,46878
" ""53029""","Island, WA",Personal income (thousands of dollars) ,Thousands of dollars,4484773,4812440,5150793,5601284,5679464
" ""53029""","Island, WA",Population (persons) 1/,Number of persons,85151,86205,86990,87557,86625
" ""53029""","Island, WA",Per capita personal income (dollars) 2/,Dollars,52668,55826,59211,63973,65564
" ""53031""","Jefferson, WA",Personal income (thousands of dollars) ,Thousands of dollars,1630897,1752219,1865776,2063627,2112697
" ""53031""","Jefferson, WA",Population (persons) 1/,Number of persons,32145,32666,33063,33561,33589
" ""53031""","Jefferson, WA",Per capita personal income (dollars) 2/,Dollars,50736,53640,56431,61489,62898
" ""53033""","King, WA",Personal income (thousands of dollars) ,Thousands of dollars,195612556,210525524,225981347,250351806,258004537
" ""53033""","King, WA",Population (persons) 1/,Number of persons,2227703,2248735,2274094,2253038,2266789
" ""53033""","King, WA",Per capita personal income (dollars) 2/,Dollars,87809,93620,99372,111117,113819
" ""53035""","Kitsap, WA",Personal income (thousands of dollars) ,Thousands of dollars,14671540,15857731,17152713,18509168,18936661
" ""53035""","Kitsap, WA",Population (persons) 1/,Number of persons,271938,274963,275802,276591,277673
" ""53035""","Kitsap, WA",Per capita personal income (dollars) 2/,Dollars,53952,57672,62192,66919,68198
" ""53037""","Kittitas, WA",Personal income (thousands of dollars) ,Thousands of dollars,1902966,2031730,2268496,2469007,2488811
" ""53037""","Kittitas, WA",Population (persons) 1/,Number of persons,43746,43799,44626,44688,45189
" ""53037""","Kittitas, WA",Per capita personal income (dollars) 2/,Dollars,43500,46388,50834,55250,55076
" ""53039""","Klickitat, WA",Personal income (thousands of dollars) ,Thousands of dollars,1042117,1113330,1176018,1257396,1240461
" ""53039""","Klickitat, WA",Population (persons) 1/,Number of persons,22168,22516,22816,23178,23271
" ""53039""","Klickitat, WA",Per capita personal income (dollars) 2/,Dollars,47010,49446,51544,54250,53305
" ""53041""","Lewis, WA",Personal income (thousands of dollars) ,Thousands of dollars,3327251,3609298,4033699,4371537,4504861
" ""53041""","Lewis, WA",Population (persons) 1/,Number of persons,79771,80945,82556,84575,85370
" ""53041""","Lewis, WA",Per capita personal income (dollars) 2/,Dollars,41710,44590,48860,51688,52769
" ""53043""","Lincoln, WA",Personal income (thousands of dollars) ,Thousands of dollars,449704,489198,555293,602005,602701
" ""53043""","Lincoln, WA",Population (persons) 1/,Number of persons,10579,10790,10927,11277,11601
" ""53043""","Lincoln, WA",Per capita personal income (dollars) 2/,Dollars,42509,45338,50818,53383,51953
" ""53045""","Mason, WA",Personal income (thousands of dollars) ,Thousands of dollars,2671390,2904372,3147590,3435682,3502046
" ""53045""","Mason, WA",Population (persons) 1/,Number of persons,63847,65011,66029,67229,68166
" ""53045""","Mason, WA",Per capita personal income (dollars) 2/,Dollars,41840,44675,47670,51104,51375
" ""53047""","Okanogan, WA",Personal income (thousands of dollars) ,Thousands of dollars,1684895,1768543,1966069,2166442,2137018
" ""53047""","Okanogan, WA",Population (persons) 1/,Number of persons,41670,41964,42146,42741,43127
" ""53047""","Okanogan, WA",Per capita personal income (dollars) 2/,Dollars,40434,42144,46649,50688,49552
" ""53049""","Pacific, WA",Personal income (thousands of dollars) ,Thousands of dollars,881420,943950,1033219,1134375,1121217
" ""53049""","Pacific, WA",Population (persons) 1/,Number of persons,22432,22953,23491,23971,24113
" ""53049""","Pacific, WA",Per capita personal income (dollars) 2/,Dollars,39293,41125,43984,47323,46498
" ""53051""","Pend Oreille, WA",Personal income (thousands of dollars) ,Thousands of dollars,554263,577987,630515,689352,693233
" ""53051""","Pend Oreille, WA",Population (persons) 1/,Number of persons,13072,13149,13506,13906,14179
" ""53051""","Pend Oreille, WA",Per capita personal income (dollars) 2/,Dollars,42401,43957,46684,49572,48892
" ""53053""","Pierce, WA",Personal income (thousands of dollars) ,Thousands of dollars,44407824,47470340,51285933,55137240,55630100
" ""53053""","Pierce, WA",Population (persons) 1/,Number of persons,902227,913967,923524,927199,927380
" ""53053""","Pierce, WA",Per capita personal income (dollars) 2/,Dollars,49220,51939,55533,59466,59986
" ""53055""","San Juan, WA",Personal income (thousands of dollars) ,Thousands of dollars,1306398,1377925,1448574,1581693,1674797
" ""53055""","San Juan, WA",Population (persons) 1/,Number of persons,17250,17649,17827,18615,18662
" ""53055""","San Juan, WA",Per capita personal income (dollars) 2/,Dollars,75733,78074,81257,84969,89744
" ""53057""","Skagit, WA",Personal income (thousands of dollars) ,Thousands of dollars,6436934,6931076,7519006,8171766,8253187
" ""53057""","Skagit, WA",Population (persons) 1/,Number of persons,127025,128383,129884,130933,131179
" ""53057""","Skagit, WA",Per capita personal income (dollars) 2/,Dollars,50675,53987,57890,62412,62915
" ""53059""","Skamania, WA",Personal income (thousands of dollars) ,Thousands of dollars,530569,600682,675318,751590,778400
" ""53059""","Skamania, WA",Population (persons) 1/,Number of persons,11865,12033,12033,12207,12460
" ""53059""","Skamania, WA",Per capita personal income (dollars) 2/,Dollars,44717,49920,56122,61570,62472
" ""53061""","Snohomish, WA",Personal income (thousands of dollars) ,Thousands of dollars,44619404,47913705,52119873,56754531,57973586
" ""53061""","Snohomish, WA",Population (persons) 1/,Number of persons,813484,821698,829869,836037,840079
" ""53061""","Snohomish, WA",Per capita personal income (dollars) 2/,Dollars,54850,58311,62805,67885,69010
" ""53063""","Spokane, WA",Personal income (thousands of dollars) ,Thousands of dollars,23089080,24355369,26560163,29715525,29805658
" ""53063""","Spokane, WA",Population (persons) 1/,Number of persons,523377,533498,541125,545498,549690
" ""53063""","Spokane, WA",Per capita personal income (dollars) 2/,Dollars,44116,45652,49083,54474,54223
" ""53065""","Stevens, WA",Personal income (thousands of dollars) ,Thousands of dollars,1711328,1832434,1989008,2242454,2254701
" ""53065""","Stevens, WA",Population (persons) 1/,Number of persons,45479,46012,46587,47553,48229
" ""53065""","Stevens, WA",Per capita personal income (dollars) 2/,Dollars,37629,39825,42694,47157,46750
" ""53067""","Thurston, WA",Personal income (thousands of dollars) ,Thousands of dollars,14052605,15092620,16229187,17586890,17835065
" ""53067""","Thurston, WA",Population (persons) 1/,Number of persons,287041,291214,295988,298078,298758
" ""53067""","Thurston, WA",Per capita personal income (dollars) 2/,Dollars,48957,51827,54831,59001,59697
" ""53069""","Wahkiakum, WA",Personal income (thousands of dollars) ,Thousands of dollars,183340,198692,217321,227137,236145
" ""53069""","Wahkiakum, WA",Population (persons) 1/,Number of persons,4301,4372,4443,4579,4688
" ""53069""","Wahkiakum, WA",Per capita personal income (dollars) 2/,Dollars,42627,45446,48913,49604,50372
" ""53071""","Walla Walla, WA",Personal income (thousands of dollars) ,Thousands of dollars,2681609,2857603,3103954,3412296,3430905
" ""53071""","Walla Walla, WA",Population (persons) 1/,Number of persons,61815,62231,62619,62158,61890
" ""53071""","Walla Walla, WA",Per capita personal income (dollars) 2/,Dollars,43381,45919,49569,54897,55436
" ""53073""","Whatcom, WA",Personal income (thousands of dollars) ,Thousands of dollars,10698779,11530224,12250878,13281368,13608269
" ""53073""","Whatcom, WA",Population (persons) 1/,Number of persons,222242,225421,227430,226718,230677
" ""53073""","Whatcom, WA",Per capita personal income (dollars) 2/,Dollars,48140,51150,53867,58581,58993
" ""53075""","Whitman, WA",Personal income (thousands of dollars) ,Thousands of dollars,1927821,1966474,2115950,2215311,2222484
" ""53075""","Whitman, WA",Population (persons) 1/,Number of persons,48441,48581,47804,43238,47619
" ""53075""","Whitman, WA",Per capita personal income (dollars) 2/,Dollars,39797,40478,44263,51235,46672
" ""53077""","Yakima, WA",Personal income (thousands of dollars) ,Thousands of dollars,10321507,10903120,11807373,12739226,12661318
" ""53077""","Yakima, WA",Population (persons) 1/,Number of persons,254420,255815,256702,256647,257001
" ""53077""","Yakima, WA",Per capita personal income (dollars) 2/,Dollars,40569,42621,45996,49637,49266
" ""54000""",West Virginia,Personal income (thousands of dollars) ,Thousands of dollars,74235000,76746554,80740963,87617398,88744908
" ""54000""",West Virginia,Population (persons) 1/,Number of persons,1810588,1800430,1791420,1785526,1775156
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,Dollars,41000,42627,45071,49071,49993
" ""54001""","Barbour, WV",Personal income (thousands of dollars) ,Thousands of dollars,533908,554406,591797,630924,622714
" ""54001""","Barbour, WV",Population (persons) 1/,Number of persons,15712,15561,15463,15445,15414
" ""54001""","Barbour, WV",Per capita personal income (dollars) 2/,Dollars,33981,35628,38272,40850,40399
" ""54003""","Berkeley, WV",Personal income (thousands of dollars) ,Thousands of dollars,4909941,5281299,5853049,6467277,6767690
" ""54003""","Berkeley, WV",Population (persons) 1/,Number of persons,117917,120132,122691,126194,129490
" ""54003""","Berkeley, WV",Per capita personal income (dollars) 2/,Dollars,41639,43962,47706,51249,52264
" ""54005""","Boone, WV",Personal income (thousands of dollars) ,Thousands of dollars,778236,775297,816546,882585,865460
" ""54005""","Boone, WV",Population (persons) 1/,Number of persons,22464,21962,21739,21367,20968
" ""54005""","Boone, WV",Per capita personal income (dollars) 2/,Dollars,34644,35302,37561,41306,41275
" ""54007""","Braxton, WV",Personal income (thousands of dollars) ,Thousands of dollars,445287,455299,486127,500715,488361
" ""54007""","Braxton, WV",Population (persons) 1/,Number of persons,12939,12688,12397,12293,12185
" ""54007""","Braxton, WV",Per capita personal income (dollars) 2/,Dollars,34414,35884,39213,40732,40079
" ""54009""","Brooke, WV",Personal income (thousands of dollars) ,Thousands of dollars,927863,946417,1008831,1087395,1093693
" ""54009""","Brooke, WV",Population (persons) 1/,Number of persons,22788,22656,22472,22109,21733
" ""54009""","Brooke, WV",Per capita personal income (dollars) 2/,Dollars,40717,41773,44893,49183,50324
" ""54011""","Cabell, WV",Personal income (thousands of dollars) ,Thousands of dollars,3963412,4074557,4346539,4672539,4740847
" ""54011""","Cabell, WV",Population (persons) 1/,Number of persons,95039,94234,94234,93494,92730
" ""54011""","Cabell, WV",Per capita personal income (dollars) 2/,Dollars,41703,43239,46125,49977,51125
" ""54013""","Calhoun, WV",Personal income (thousands of dollars) ,Thousands of dollars,216435,221116,240933,257295,247214
" ""54013""","Calhoun, WV",Population (persons) 1/,Number of persons,6570,6389,6199,6165,6068
" ""54013""","Calhoun, WV",Per capita personal income (dollars) 2/,Dollars,32943,34609,38866,41735,40741
" ""54015""","Clay, WV",Personal income (thousands of dollars) ,Thousands of dollars,271669,278954,288929,306479,300452
" ""54015""","Clay, WV",Population (persons) 1/,Number of persons,8328,8200,8007,7895,7814
" ""54015""","Clay, WV",Per capita personal income (dollars) 2/,Dollars,32621,34019,36085,38819,38450
" ""54017""","Doddridge, WV",Personal income (thousands of dollars) ,Thousands of dollars,251445,262153,268551,288701,300895
" ""54017""","Doddridge, WV",Population (persons) 1/,Number of persons,8087,7922,7787,7739,7698
" ""54017""","Doddridge, WV",Per capita personal income (dollars) 2/,Dollars,31092,33092,34487,37305,39087
" ""54019""","Fayette, WV",Personal income (thousands of dollars) ,Thousands of dollars,1489020,1565573,1631866,1776768,1769577
" ""54019""","Fayette, WV",Population (persons) 1/,Number of persons,41670,40957,40425,40083,39487
" ""54019""","Fayette, WV",Per capita personal income (dollars) 2/,Dollars,35734,38225,40368,44327,44814
" ""54021""","Gilmer, WV",Personal income (thousands of dollars) ,Thousands of dollars,225278,236662,246670,259760,259386
" ""54021""","Gilmer, WV",Population (persons) 1/,Number of persons,7583,7495,7397,7389,7325
" ""54021""","Gilmer, WV",Per capita personal income (dollars) 2/,Dollars,29708,31576,33347,35155,35411
" ""54023""","Grant, WV",Personal income (thousands of dollars) ,Thousands of dollars,411256,428514,463356,504151,508181
" ""54023""","Grant, WV",Population (persons) 1/,Number of persons,11159,10988,10988,11009,10968
" ""54023""","Grant, WV",Per capita personal income (dollars) 2/,Dollars,36854,38998,42169,45794,46333
" ""54025""","Greenbrier, WV",Personal income (thousands of dollars) ,Thousands of dollars,1302387,1380624,1444726,1543562,1534304
" ""54025""","Greenbrier, WV",Population (persons) 1/,Number of persons,33587,33320,32895,32698,32435
" ""54025""","Greenbrier, WV",Per capita personal income (dollars) 2/,Dollars,38777,41435,43919,47207,47304
" ""54027""","Hampshire, WV",Personal income (thousands of dollars) ,Thousands of dollars,838619,882995,962827,1062348,1086630
" ""54027""","Hampshire, WV",Population (persons) 1/,Number of persons,23287,23110,23097,23374,23468
" ""54027""","Hampshire, WV",Per capita personal income (dollars) 2/,Dollars,36012,38208,41686,45450,46303
" ""54029""","Hancock, WV",Personal income (thousands of dollars) ,Thousands of dollars,1225574,1259692,1332873,1432638,1431815
" ""54029""","Hancock, WV",Population (persons) 1/,Number of persons,29472,29252,29037,28591,28172
" ""54029""","Hancock, WV",Per capita personal income (dollars) 2/,Dollars,41584,43063,45903,50108,50824
" ""54031""","Hardy, WV",Personal income (thousands of dollars) ,Thousands of dollars,467977,488811,509518,577329,621543
" ""54031""","Hardy, WV",Population (persons) 1/,Number of persons,14285,14384,14241,14155,14192
" ""54031""","Hardy, WV",Per capita personal income (dollars) 2/,Dollars,32760,33983,35778,40786,43795
" ""54033""","Harrison, WV",Personal income (thousands of dollars) ,Thousands of dollars,3275435,3391241,3474781,3770214,3833753
" ""54033""","Harrison, WV",Population (persons) 1/,Number of persons,66672,66363,65839,65436,64915
" ""54033""","Harrison, WV",Per capita personal income (dollars) 2/,Dollars,49128,51101,52777,57617,59058
" ""54035""","Jackson, WV",Personal income (thousands of dollars) ,Thousands of dollars,1097887,1114223,1172633,1250340,1260160
" ""54035""","Jackson, WV",Population (persons) 1/,Number of persons,28165,28018,27720,27761,27716
" ""54035""","Jackson, WV",Per capita personal income (dollars) 2/,Dollars,38981,39768,42303,45039,45467
" ""54037""","Jefferson, WV",Personal income (thousands of dollars) ,Thousands of dollars,2864701,3044138,3283685,3606749,3741292
" ""54037""","Jefferson, WV",Population (persons) 1/,Number of persons,57291,57588,57783,58520,58979
" ""54037""","Jefferson, WV",Per capita personal income (dollars) 2/,Dollars,50003,52861,56828,61633,63434
" ""54039""","Kanawha, WV",Personal income (thousands of dollars) ,Thousands of dollars,8645070,8852216,9254695,9958737,10034853
" ""54039""","Kanawha, WV",Population (persons) 1/,Number of persons,183674,181918,180217,177993,175515
" ""54039""","Kanawha, WV",Per capita personal income (dollars) 2/,Dollars,47067,48660,51353,55950,57174
" ""54041""","Lewis, WV",Personal income (thousands of dollars) ,Thousands of dollars,650699,680803,694402,737742,731581
" ""54041""","Lewis, WV",Population (persons) 1/,Number of persons,16959,16970,17016,16897,16767
" ""54041""","Lewis, WV",Per capita personal income (dollars) 2/,Dollars,38369,40118,40809,43661,43632
" ""54043""","Lincoln, WV",Personal income (thousands of dollars) ,Thousands of dollars,648069,659651,689978,741683,731622
" ""54043""","Lincoln, WV",Population (persons) 1/,Number of persons,20835,20730,20363,20191,19901
" ""54043""","Lincoln, WV",Per capita personal income (dollars) 2/,Dollars,31105,31821,33884,36733,36763
" ""54045""","Logan, WV",Personal income (thousands of dollars) ,Thousands of dollars,1203380,1218993,1266844,1348528,1324929
" ""54045""","Logan, WV",Population (persons) 1/,Number of persons,33255,32714,32510,31917,31316
" ""54045""","Logan, WV",Per capita personal income (dollars) 2/,Dollars,36186,37262,38968,42251,42308
" ""54047""","McDowell, WV",Personal income (thousands of dollars) ,Thousands of dollars,551852,567629,586026,625655,611945
" ""54047""","McDowell, WV",Population (persons) 1/,Number of persons,19916,19474,18921,18413,17850
" ""54047""","McDowell, WV",Per capita personal income (dollars) 2/,Dollars,27709,29148,30972,33979,34283
" ""54049""","Marion, WV",Personal income (thousands of dollars) ,Thousands of dollars,2364203,2421786,2559802,2748802,2741509
" ""54049""","Marion, WV",Population (persons) 1/,Number of persons,56306,56273,56230,56117,55952
" ""54049""","Marion, WV",Per capita personal income (dollars) 2/,Dollars,41988,43036,45524,48983,48998
" ""54051""","Marshall, WV",Personal income (thousands of dollars) ,Thousands of dollars,1295284,1294759,1300559,1422632,1450882
" ""54051""","Marshall, WV",Population (persons) 1/,Number of persons,31135,30881,30497,30208,29752
" ""54051""","Marshall, WV",Per capita personal income (dollars) 2/,Dollars,41602,41927,42645,47095,48766
" ""54053""","Mason, WV",Personal income (thousands of dollars) ,Thousands of dollars,896842,926868,986650,1063697,1052874
" ""54053""","Mason, WV",Population (persons) 1/,Number of persons,25998,25688,25398,25290,25000
" ""54053""","Mason, WV",Per capita personal income (dollars) 2/,Dollars,34497,36082,38848,42060,42115
" ""54055""","Mercer, WV",Personal income (thousands of dollars) ,Thousands of dollars,2225515,2287718,2460552,2641268,2627566
" ""54055""","Mercer, WV",Population (persons) 1/,Number of persons,60229,59940,59517,59215,58700
" ""54055""","Mercer, WV",Per capita personal income (dollars) 2/,Dollars,36951,38167,41342,44605,44763
" ""54057""","Mineral, WV",Personal income (thousands of dollars) ,Thousands of dollars,1103110,1156853,1252515,1328800,1310995
" ""54057""","Mineral, WV",Population (persons) 1/,Number of persons,27113,27054,26890,26866,26855
" ""54057""","Mineral, WV",Per capita personal income (dollars) 2/,Dollars,40686,42761,46579,49460,48818
" ""54059""","Mingo, WV",Personal income (thousands of dollars) ,Thousands of dollars,770783,787474,796360,843873,827211
" ""54059""","Mingo, WV",Population (persons) 1/,Number of persons,24275,23861,23487,23094,22573
" ""54059""","Mingo, WV",Per capita personal income (dollars) 2/,Dollars,31752,33003,33906,36541,36646
" ""54061""","Monongalia, WV",Personal income (thousands of dollars) ,Thousands of dollars,4831139,5018227,5286153,5776351,5901127
" ""54061""","Monongalia, WV",Population (persons) 1/,Number of persons,105241,105507,105905,106487,106869
" ""54061""","Monongalia, WV",Per capita personal income (dollars) 2/,Dollars,45905,47563,49914,54245,55218
" ""54063""","Monroe, WV",Personal income (thousands of dollars) ,Thousands of dollars,408776,437524,469720,506669,496532
" ""54063""","Monroe, WV",Population (persons) 1/,Number of persons,12565,12481,12380,12383,12296
" ""54063""","Monroe, WV",Per capita personal income (dollars) 2/,Dollars,32533,35055,37942,40916,40382
" ""54065""","Morgan, WV",Personal income (thousands of dollars) ,Thousands of dollars,629524,662985,710420,788008,786177
" ""54065""","Morgan, WV",Population (persons) 1/,Number of persons,17182,17125,17087,17280,17430
" ""54065""","Morgan, WV",Per capita personal income (dollars) 2/,Dollars,36639,38714,41577,45602,45105
" ""54067""","Nicholas, WV",Personal income (thousands of dollars) ,Thousands of dollars,837243,872781,931697,987646,987975
" ""54067""","Nicholas, WV",Population (persons) 1/,Number of persons,25035,24745,24554,24415,24335
" ""54067""","Nicholas, WV",Per capita personal income (dollars) 2/,Dollars,33443,35271,37945,40452,40599
" ""54069""","Ohio, WV",Personal income (thousands of dollars) ,Thousands of dollars,2622544,2523110,2404877,2695729,2764561
" ""54069""","Ohio, WV",Population (persons) 1/,Number of persons,42736,42626,42338,41878,41447
" ""54069""","Ohio, WV",Per capita personal income (dollars) 2/,Dollars,61366,59192,56802,64371,66701
" ""54071""","Pendleton, WV",Personal income (thousands of dollars) ,Thousands of dollars,250629,260435,276219,305216,326787
" ""54071""","Pendleton, WV",Population (persons) 1/,Number of persons,6324,6235,6132,6078,6011
" ""54071""","Pendleton, WV",Per capita personal income (dollars) 2/,Dollars,39631,41770,45045,50217,54365
" ""54073""","Pleasants, WV",Personal income (thousands of dollars) ,Thousands of dollars,330969,331319,346589,368464,373295
" ""54073""","Pleasants, WV",Population (persons) 1/,Number of persons,7651,7609,7652,7612,7586
" ""54073""","Pleasants, WV",Per capita personal income (dollars) 2/,Dollars,43258,43543,45294,48406,49208
" ""54075""","Pocahontas, WV",Personal income (thousands of dollars) ,Thousands of dollars,318630,339774,378240,402686,396820
" ""54075""","Pocahontas, WV",Population (persons) 1/,Number of persons,8138,7964,7864,7890,7819
" ""54075""","Pocahontas, WV",Per capita personal income (dollars) 2/,Dollars,39153,42664,48098,51038,50751
" ""54077""","Preston, WV",Personal income (thousands of dollars) ,Thousands of dollars,1237303,1267333,1353118,1461238,1449148
" ""54077""","Preston, WV",Population (persons) 1/,Number of persons,34195,34210,34187,34270,34172
" ""54077""","Preston, WV",Per capita personal income (dollars) 2/,Dollars,36184,37046,39580,42639,42407
" ""54079""","Putnam, WV",Personal income (thousands of dollars) ,Thousands of dollars,2652881,2751844,2870378,3095339,3182983
" ""54079""","Putnam, WV",Population (persons) 1/,Number of persons,57511,57404,57432,57355,57015
" ""54079""","Putnam, WV",Per capita personal income (dollars) 2/,Dollars,46128,47938,49979,53968,55827
" ""54081""","Raleigh, WV",Personal income (thousands of dollars) ,Thousands of dollars,3051745,3167419,3252387,3510392,3519115
" ""54081""","Raleigh, WV",Population (persons) 1/,Number of persons,75448,74986,74386,73801,72882
" ""54081""","Raleigh, WV",Per capita personal income (dollars) 2/,Dollars,40448,42240,43723,47566,48285
" ""54083""","Randolph, WV",Personal income (thousands of dollars) ,Thousands of dollars,1057857,1103431,1181443,1273515,1259557
" ""54083""","Randolph, WV",Population (persons) 1/,Number of persons,28394,28192,27892,27891,27600
" ""54083""","Randolph, WV",Per capita personal income (dollars) 2/,Dollars,37256,39140,42358,45660,45636
" ""54085""","Ritchie, WV",Personal income (thousands of dollars) ,Thousands of dollars,368119,383019,405588,436349,450168
" ""54085""","Ritchie, WV",Population (persons) 1/,Number of persons,8877,8631,8426,8388,8207
" ""54085""","Ritchie, WV",Per capita personal income (dollars) 2/,Dollars,41469,44377,48135,52021,54852
" ""54087""","Roane, WV",Personal income (thousands of dollars) ,Thousands of dollars,493902,485486,515430,545739,540302
" ""54087""","Roane, WV",Population (persons) 1/,Number of persons,14293,14107,13986,13912,13834
" ""54087""","Roane, WV",Per capita personal income (dollars) 2/,Dollars,34556,34415,36853,39228,39056
" ""54089""","Summers, WV",Personal income (thousands of dollars) ,Thousands of dollars,421960,443174,471434,508865,506072
" ""54089""","Summers, WV",Population (persons) 1/,Number of persons,12237,12058,11939,11892,11762
" ""54089""","Summers, WV",Per capita personal income (dollars) 2/,Dollars,34482,36754,39487,42791,43026
" ""54091""","Taylor, WV",Personal income (thousands of dollars) ,Thousands of dollars,687492,710451,742984,805206,803387
