#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","710","Paulding County","0292","East Paulding High School","ALL Subjects","127","160","83"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Calculus A","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Eng. Language & Comp","29","29","14"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Eng. Literature & Comp","13","13","11"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Geography: Human","23","23","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Psychology","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","0292","East Paulding High School","World History","28","28","17"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","710","Paulding County","2552","Paulding County High School","ALL Subjects","162","299","219"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Biology","48","48","32"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Calculus A","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Economics: Macro","13","13","12"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Eng. Language & Comp","38","38","23"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Eng. Literature & Comp","18","18","18"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Environmental Science","20","20","17"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Geography: Human","25","25","18"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Gov. & Pol. U.S.","27","27","21"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Physics 1","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","U.S. History","25","25","12"
"AP COUNTS","2022-23","SCHOOL","710","Paulding County","2552","Paulding County High School","World History","31","31","27"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","710","Paulding County","ALL","All Schools","ALL Subjects","840","1284","853"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Art: Studio 2-D Design","18","18","17"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Art: Studio Drawing","18","18","16"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Biology","81","81","60"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Calculus A","50","50","16"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Calculus BC","13","13","11"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Chemistry","25","25","16"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Computer Science Principles","44","44","31"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Economics: Macro","48","48","45"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Eng. Language & Comp","173","173","93"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Eng. Literature & Comp","97","97","85"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Environmental Science","42","42","27"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Geography: Human","156","156","103"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Gov. & Pol. U.S.","55","55","38"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Physics 1","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Physics C: Mechanics","17","17","10"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Psychology","62","62","24"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Spanish Language","31","31","26"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","Statistics","35","35","19"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","U.S. History","115","115","67"
"AP COUNTS","2022-23","DISTRICT","710","Paulding County","ALL","All Schools","World History","163","163","121"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","711","Peach County","2052","Peach County High School","ALL Subjects","88","103","23"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Eng. Language & Comp","23","23","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Geography: Human","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Gov. & Pol. U.S.","24","24","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Spanish Language","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","Statistics","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","711","Peach County","2052","Peach County High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","711","Peach County","ALL","All Schools","ALL Subjects","88","103","23"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Eng. Language & Comp","23","23","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Geography: Human","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Gov. & Pol. U.S.","24","24","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Spanish Language","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","Statistics","15","15","TFS"
"AP COUNTS","2022-23","DISTRICT","711","Peach County","ALL","All Schools","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","712","Pickens County","0189","Pickens County Junior High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0189","Pickens County Junior High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0189","Pickens County Junior High School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0189","Pickens County Junior High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","712","Pickens County","0198","Pickens County High School","ALL Subjects","111","154","79"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Biology","13","13","12"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Chemistry","16","16","13"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Economics: Macro","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Eng. Language & Comp","26","26","13"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Environmental Science","27","27","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Psychology","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","Statistics","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","712","Pickens County","0198","Pickens County High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","712","Pickens County","ALL","All Schools","ALL Subjects","112","157","81"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Biology","14","14","13"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Chemistry","16","16","13"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Economics: Macro","16","16","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Eng. Language & Comp","27","27","14"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Environmental Science","27","27","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Psychology","21","21","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","Statistics","11","11","TFS"
"AP COUNTS","2022-23","DISTRICT","712","Pickens County","ALL","All Schools","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","714","Pike County","0194","Pike County High School","ALL Subjects","191","288","129"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Biology","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Calculus A","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Capstone","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Eng. Language & Comp","36","36","13"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Eng. Literature & Comp","19","19","14"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Environmental Science","16","16","12"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Geography: Human","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Gov. & Pol. U.S.","75","75","46"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","Physics 1","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","U.S. History","36","36","TFS"
"AP COUNTS","2022-23","SCHOOL","714","Pike County","0194","Pike County High School","World History","36","36","13"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","714","Pike County","ALL","All Schools","ALL Subjects","191","288","129"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Biology","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Calculus A","10","10","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Capstone","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Eng. Language & Comp","36","36","13"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Eng. Literature & Comp","19","19","14"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Environmental Science","16","16","12"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Geography: Human","16","16","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Gov. & Pol. U.S.","75","75","46"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","Physics 1","22","22","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","U.S. History","36","36","TFS"
"AP COUNTS","2022-23","DISTRICT","714","Pike County","ALL","All Schools","World History","36","36","13"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","715","Polk County","0102","Rockmart High School","ALL Subjects","87","100","49"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","0102","Rockmart High School","Biology","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","0102","Rockmart High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","0102","Rockmart High School","Economics: Micro","27","27","20"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","0102","Rockmart High School","Eng. Language & Comp","18","18","13"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","0102","Rockmart High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","0102","Rockmart High School","U.S. History","32","32","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","715","Polk County","5050","Cedartown High School","ALL Subjects","83","109","34"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","5050","Cedartown High School","Biology","19","19","10"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","5050","Cedartown High School","Calculus A","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","5050","Cedartown High School","Economics: Micro","26","26","14"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","5050","Cedartown High School","Eng. Language & Comp","39","39","TFS"
"AP COUNTS","2022-23","SCHOOL","715","Polk County","5050","Cedartown High School","U.S. History","15","15","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","715","Polk County","ALL","All Schools","ALL Subjects","170","209","83"
"AP COUNTS","2022-23","DISTRICT","715","Polk County","ALL","All Schools","Biology","36","36","19"
"AP COUNTS","2022-23","DISTRICT","715","Polk County","ALL","All Schools","Calculus A","15","15","TFS"
"AP COUNTS","2022-23","DISTRICT","715","Polk County","ALL","All Schools","Economics: Micro","53","53","34"
"AP COUNTS","2022-23","DISTRICT","715","Polk County","ALL","All Schools","Eng. Language & Comp","57","57","21"
"AP COUNTS","2022-23","DISTRICT","715","Polk County","ALL","All Schools","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","715","Polk County","ALL","All Schools","U.S. History","47","47","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","717","Putnam County","0111","Putnam County Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0111","Putnam County Middle School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0111","Putnam County Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","717","Putnam County","0114","Putnam County High School","ALL Subjects","112","144","57"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Economics: Micro","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Eng. Language & Comp","32","32","10"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Geography: Human","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Spanish Language","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","U.S. History","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","717","Putnam County","0114","Putnam County High School","World History","28","28","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","717","Putnam County","ALL","All Schools","ALL Subjects","113","146","58"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Economics: Micro","12","12","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Eng. Language & Comp","33","33","10"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Geography: Human","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Spanish Language","11","11","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","U.S. History","12","12","TFS"
"AP COUNTS","2022-23","DISTRICT","717","Putnam County","ALL","All Schools","World History","29","29","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","718","Quitman County","0110","Quitman County High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","718","Quitman County","0110","Quitman County High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","718","Quitman County","ALL","All Schools","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","718","Quitman County","ALL","All Schools","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","719","Rabun County","0177","Rabun County High School","ALL Subjects","57","64","31"
"AP COUNTS","2022-23","SCHOOL","719","Rabun County","0177","Rabun County High School","Eng. Language & Comp","25","25","TFS"
"AP COUNTS","2022-23","SCHOOL","719","Rabun County","0177","Rabun County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","719","Rabun County","0177","Rabun County High School","Geography: Human","21","21","12"
"AP COUNTS","2022-23","SCHOOL","719","Rabun County","0177","Rabun County High School","World History","11","11","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","719","Rabun County","ALL","All Schools","ALL Subjects","57","64","31"
"AP COUNTS","2022-23","DISTRICT","719","Rabun County","ALL","All Schools","Eng. Language & Comp","25","25","TFS"
"AP COUNTS","2022-23","DISTRICT","719","Rabun County","ALL","All Schools","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","719","Rabun County","ALL","All Schools","Geography: Human","21","21","12"
"AP COUNTS","2022-23","DISTRICT","719","Rabun County","ALL","All Schools","World History","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","0100","Cross Creek High School","ALL Subjects","98","143","18"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Biology","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Calculus A","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Capstone","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Computer Science Principles","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Eng. Language & Comp","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0100","Cross Creek High School","World History","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","0103","Freedom Park Elementary","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0103","Freedom Park Elementary","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","0197","Glenn Hills Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0197","Glenn Hills Middle School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","0197","Glenn Hills Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","1052","Butler High School","ALL Subjects","48","50","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","Eng. Literature & Comp","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1052","Butler High School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","1156","Hephzibah Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","1156","Hephzibah Middle School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","2056","Hephzibah High School","ALL Subjects","42","45","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","Geography: Human","TFS","TFS","TFS"
