#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0497","Stephenson High School","Environmental Science","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0497","Stephenson High School","Geography: Human","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0497","Stephenson High School","Psychology","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0497","Stephenson High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0497","Stephenson High School","U.S. History","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0497","Stephenson High School","World History","28","28","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","0506","Stone Mountain Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0506","Stone Mountain Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","0507","The Champion Middle Theme School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0507","The Champion Middle Theme School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","0597","Miller Grove Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0597","Miller Grove Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","0605","Tucker Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0605","Tucker Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0605","Tucker Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","ALL Subjects","242","316","90"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Biology","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Calculus A","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Computer Science A","24","24","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Computer Science Principles","33","33","17"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Eng. Language & Comp","24","24","13"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Environmental Science","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Psychology","43","43","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Statistics","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","U.S. History","34","34","12"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","World History","82","82","29"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","0897","Druid Hills Middle School","ALL Subjects","21","33","29"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0897","Druid Hills Middle School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0897","Druid Hills Middle School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0897","Druid Hills Middle School","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0897","Druid Hills Middle School","Gov. & Pol. U.S.","15","15","14"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0897","Druid Hills Middle School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","0897","Druid Hills Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","1057","McNair Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1057","McNair Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1057","McNair Middle School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1057","McNair Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","1070","Tucker High School","ALL Subjects","221","340","119"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Biology","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Calculus A","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Chemistry","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Economics: Micro","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Eng. Language & Comp","24","24","10"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Environmental Science","38","38","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Geography: Human","45","45","15"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Gov. & Pol. U.S.","27","27","13"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Psychology","27","27","11"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","Statistics","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","U.S. History","31","31","13"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","1070","Tucker High School","World History","45","45","29"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","2054","Columbia High School","ALL Subjects","109","130","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2054","Columbia High School","Eng. Language & Comp","33","33","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2054","Columbia High School","Eng. Literature & Comp","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2054","Columbia High School","Gov. & Pol. U.S.","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2054","Columbia High School","U.S. History","28","28","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2054","Columbia High School","World History","30","30","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","2055","Druid Hills High School","ALL Subjects","300","511","288"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Biology","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Calculus A","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Chemistry","23","23","11"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Economics: Micro","69","69","59"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Eng. Language & Comp","39","39","16"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Environmental Science","44","44","21"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Gov. & Pol. U.S.","47","47","33"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Physics 1","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Psychology","44","44","17"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","Statistics","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","U.S. History","49","49","18"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","2055","Druid Hills High School","World History","100","100","59"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","3060","Lakeside High School","ALL Subjects","634","1282","734"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Art History","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Art: Studio 2-D Design","11","11","10"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Calculus A","45","45","15"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Calculus BC","25","25","19"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Chemistry","30","30","30"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Computer Science A","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Computer Science Principles","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Economics: Macro","56","56","43"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Eng. Language & Comp","105","105","69"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Eng. Literature & Comp","20","20","18"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Environmental Science","149","149","72"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","French Language","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Geography: Human","122","122","96"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Gov. & Pol. Comp","26","26","18"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Gov. & Pol. U.S.","61","61","27"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Music Theory","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Physics 1","76","76","24"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Psychology","99","99","55"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Spanish Language","24","24","21"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","Statistics","17","17","10"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","U.S. History","165","165","52"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3060","Lakeside High School","World History","187","187","119"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","3070","McNair High School","ALL Subjects","75","78","20"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3070","McNair High School","Economics: Micro","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3070","McNair High School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3070","McNair High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3070","McNair High School","Geography: Human","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3070","McNair High School","U.S. History","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","3070","McNair High School","World History","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","4053","Clarkston High School","ALL Subjects","124","178","21"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Biology","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Calculus A","28","28","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Computer Science A","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Eng. Language & Comp","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Environmental Science","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Physics 1","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","U.S. History","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4053","Clarkston High School","World History","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","644","DeKalb County","4054","Cross Keys High School","ALL Subjects","114","150","88"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4054","Cross Keys High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4054","Cross Keys High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4054","Cross Keys High School","Biology","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","644","DeKalb County","4054","Cross Keys High School","Calculus A","TFS","TFS","TFS"
